1003051;DS INGENIERIA SAS;4;;;;www.se.com;TRANSVERSAL 93 NUMERO 63 60¶PISO 2;CO;Bogota;BOGOTA;colombia;
1003062;ELECTRICPRO.;4;;;https://www.facebook.com/pages/Electricidad-Y-Automatizacion-Proa%C3%B1o/378097608959256;www.se.com;Ficoa Las Palmas;180101;AMBATO;;colombia;
1003071;ALMACEN REYCOL SAS;4;;;;www.se.com;calle 22 14-49;680001;Bucaramanga;SANTANDER;colombia;
1003095;GESTION INFORMATICA Y TECNOLOGIA SAS;4;;;www.gitecnologia.com;www.se.com;CARRERA 105 NUMERO 12B - 12 OFICINA 29 CIUDAD JARDIN;;CALI;VALLE;colombia;
1003101;HCD LTDA;4;;;www.hcdingenieria.com;www.se.com;Carrera 6A #74A-56 Barrio Las Margaritas;730003;Ibagué;TOLIMA;colombia;
1003112;IMSEL SAS;4;;;;www.se.com;CARRERA 47 141 50;CO;Bogota;CUNDINAMARCA;colombia;
1003115;ANIXTER COLOMBIA SAS;4;;;;www.se.com;CARRERA 11A NUMERO 94-46 PISO 3 EDIFICIO CHICO 3000;CO;BOGOTA;CUNDINAMARCA;colombia;
1003121;Ingeniería Estudios y Diseños SAS;4;;;;www.se.com;Cra 49A # 88-19;111211;Bogotá;BOGOTA;colombia;
1003128;INSE GROUP SAS;4;;;;www.se.com;Avenida 2 Numero 20-50 Barrio San Luis;CO;Cucuta;NORTE SANTANDER;colombia;
1003137;AQSERV SAS;4;;;www.aqserv.com.co;www.se.com;CARRERA 25 NUMERO 39A 74;CO;Bogota;BOGOTA;colombia;
1003143;JIC Y CIA S.A.S;4;;;;www.se.com;Carrera 23 # 150-50;111131;Bogotá;CUNDINAMARCA;colombia;
1003176;NEISER COMUNICACIONES LTDA;4;;;www.neiser.net.co;www.se.com;CALLE 72 27B -08 OF302;CO;Bogota;CUNDINAMARCA;colombia;
1003181;Next Byte Consulting;4;;;;www.se.com;Adalberto Ortiz N.19 y Enrique Ibañez Mora;090511;Guayaquil;Guayas;colombia;
1003186;OKLAHOMA SOLUCIONES INFORMATICAS;4;;;;www.se.com;CR 9 15 03;684031;SAN GIL;SANTANDER;colombia;
1003193;ARUS S.A.;4;;;https://www.arus.com.co/;www.se.com;Calle 64N # 5BN-146 Oficina 25 CALI, VALLE;760033;CALI;VALLE;colombia;
1003202;PROTECOMPU;4;;;;www.se.com;Av. Galo Plaza Lasso;170307;Quito;Pichincha;colombia;
1003220;Securebyte Solutions C.A.;4;;;;www.se.com;Av. Abraham Lincoln, Edificio Paisaje;1050;Caracas;Distrito Federal;colombia;
1003222;SEINER LTDA;4;;;;www.se.com;CARRERA 50 74 - 120 EDIFICIO LAS GAVIOTAS;CO;Barranquilla;ATLANTICO;colombia;
1003228;servicios industriales de elecctricidad sas;4;;;;www.se.com;calle 68 #12-58;110231;bogotá;BOGOTA;colombia;
1003229;Servielectricos y seguridad;4;;;;www.se.com;Carrera 10 este #7-49;12345;Garzón;HUILA;colombia;
1003238;Soluciones Integradas Modernas;4;;;;www.se.com;Calzada Roosevelt 33-86 Zona 7 Edificio Ilumina Oficina 101ª;502;Guatemala;BOGOTA;colombia;
1003250;SYZ COLOMBIA SAS;4;;;;www.se.com;Autopista Bogotá – Medellín Km 7Conjunto Celta Trade ParkLote 7, Local 5Funza, CundinamarcaColombia;250027;Bogota;BOGOTA;colombia;
1003261;tecnoarq;4;;;;www.se.com;Calle 24 # 9-92 Local 2;230001;Monteria;CORDOBA;colombia;
1003262;Tecnologia Alvarado;4;;;https://www.tecnologiaalvarado.com.ve/;www.se.com;Rio aro;8050;Puerto Ordaz;Bolivar;colombia;
1003268;TELNET NICARAGUA S.A;4;;;;www.se.com;Edificio lafise Bctro carretera a Masaya 1C al Este, 1 1/2C al Sur. Casa # 52.;;MANAGUA;;colombia;
1003279;UPSENERGIA SAS;4;;;;www.se.com;CRA 101 N 151 33;111161;BOGOTA;BOGOTA;colombia;
1003298;BFG Tecnosistema;4;;;;www.se.com;Calle Caroni;1060;Caracas;Miranda;colombia;
1003299;BIRDUN S.A.S;4;;;;www.se.com;TV 3C No. 52A-40;057;BOGOTA;BOGOTA;colombia;
1003312;CINTAS Y COMUNICACIONES LTDA.;4;;;;www.se.com;CARRERA 47 NUMERO 75 48;CO;Barranquilla;ATLANTICO;colombia;
1003329;COMPUTADORES Y SERVICIOS DE LA SABANA;4;;;www.compusabana.com;www.se.com;CALLE 9# 10-80;NO APLICA;UBATE;CUNDINAMARCA;colombia;
1003336;COOPERSTOWN SA;4;;;;www.se.com;ALBER DECIMA ETAPA, MZ 505 VILLA 10;EC;GUAYAQUIL;Guayas;colombia;
1003338;COTEL S.A.;4;;;https://cotel.com.co/;www.se.com;CARRERA 49 102A 43 Bogota, CUNDINAMARCA;CO;Bogota;CUNDINAMARCA;colombia;
1003343;CristianLB;4;;;;www.se.com;paraiso de la flor mz 329;593;guayaquil;Guayas;colombia;
1003353;Dell Technologies;4;;;;www.se.com;Carrera 7 # 113 – 43 Oficina 1401;110111;Bogotá;BOGOTA;colombia;
1003359;DISTRIBUCIONES ELECTRICAS JT SAS;4;;;;www.se.com;CALLE 17 13 - 76;CO;Bogota;CUNDINAMARCA;colombia;
