1004178;ady pr;4;;;;www.se.com;jakarta;13760;jakarta timur;Jakarta Raya;indonesia;
1004179;CV Bizmedia Anugrah Abadi;4;;;www.bizmedia.co.id;www.se.com;Segitiga Emas Kosambi G-3 Jl. Jendral Ahmad Yani 221-223;40113;Bandung;Jawa Barat;indonesia;
1004181;PT. Mitra Integrasi Solusi;4;;;;www.se.com;Kirana 2 Tower, 10-A Floor;14270;Jakarta Utara;Jakarta Raya;indonesia;
1004185;PT. NJM;4;;;;www.se.com;Jl. H. Jairi RT.15/12, kelurahan kapuk, kecamatan Cengkareng, kota administrasi Jakarta barat, provinsi DKI Jakarta;15550;Kabupaten Tangerang;Banten;indonesia;
1004191;Pt. Rajawali Menara Abadi;4;;;www.pt-rma.com;www.se.com;Pupuk Timur 2 No. 7 Rt. 17 Kel. Damai Bahagia Kec. Balikpapan Selatan;76114;Balikpapan;Kalimantan Timur;indonesia;
1004192;PT. RITEL BERSAMA NASIONAL;4;;;www.jd.id;www.se.com;RDTX Tower 8th Floor Jl. Prof Dr Satrio Kav E IV No. 6;11830;Jakarta;Jakarta Raya;indonesia;
1004195;PT. Sarana Aircon Utama;4;;;;www.se.com;Jl. Tanah Abang III no 19 B 3-4;10160;Jakarta;Jakarta Raya;indonesia;
1004203;PT. Synnex Metrodata Technology & Services;4;;;;www.se.com;APL Tower, Letjen S. Parman St No.Kav. 28, RT.12/RW.6, South Tanjung Duren, Grogol petamburan, West Jakarta City, Jakarta 11470;11470;Jakarta;Jakarta Raya;indonesia;
1004208;PT.Sindoro Abadi Makmur;4;;;bliaja.com;www.se.com;Jl.Dr.Saharjo No.76B;12970;Jakarta Selatan;Jakarta Raya;indonesia;
1004212;CV. Dynamedia Solusi Teknologi;4;;;;www.se.com;Jl. Rungkut Mejoyo Selatan No. 2;60293;Surabaya;;indonesia;
1004215;Strife's Store;4;;;;www.se.com;Jl Makam Dalem IV/6 Manyarejo, Manyar;61151;Gresik;Jawa Timur;indonesia;
1004223;CV. INWAKURA;4;;;;www.se.com;Jl. Manjuhan VI B No 20 Kel. Bukit Tunggal - Kec. Jekan Raya;73112;Palangka Raya;Kalimantan Tengah;indonesia;
1004224;Trikarya Sukses Lestari;4;;;;www.se.com;Jl. Anggrek 17;40113;Bandung;Jawa Barat;indonesia;
1004228;CV. KARYA TEKNIKA SOLUSINDO;4;;;;www.se.com;Ruko Klampis Megah Blok A no 18A;60117;Surabaya;Jawa Timur;indonesia;
1004235;Data Baru Malang;4;;;;www.se.com;Jl. Seram no. 21 kasin - klojen;65117;Malang;Jawa Timur;indonesia;
1004238;Great Divine Indonesia;4;;;www.gdincorporation.com;www.se.com;Manyar Rejo V No 49Manyar Rejo V No 49;60118;Surabaya;Jawa Timur;indonesia;
1004241;Insan Cendikia Ramali;4;;;;www.se.com;Jl. P. Kemerdekaan;90245;Makassar;Sulawesi Selatan;indonesia;
1004242;Mahir Computer;4;;;www.mahircomputer.com;www.se.com;Jl. Ikan Gurame no. 17B-19B;35223;Bandar Lampung;Lampung;indonesia;
1004248;NATAINDO;4;;;;www.se.com;test;12345;test;Gorontalo;indonesia;
1004253;PT Azzam Khalif Fikar;4;;;www.azzamkhalif.com;www.se.com;Jl. adhiyaksa raya 1 mengger bandung kidul;;Bandung;Jawa Barat;indonesia;
1004265;PT Intisari Komputindo;4;;;www.intisari.co.id;www.se.com;Ruko Pelangi Taman Palem Blok H, No.62, Cengkareng;11730;Jakarta;Jakarta Raya;indonesia;
1004269;PT Kinirta Diwangkara;4;;;;www.se.com;Jl. Tn Abang 1 No.12 Tu;10160;Jakarta Barat;;indonesia;
1004271;PT MITRA ERA GLOBAL;4;;;www.maleser.com;www.se.com;Jl. Pangeran Jayakarta 8 Komplek Artha Center Blok G No.16 Jakarta Barat 11110;11110;JAKARTA;Jakarta Raya;indonesia;
1004277;Astra Graphia Xprins Indonesia, PT.;4;;;;www.se.com;Jalan Kramat Raya No. 43 Senen;10450;Jakarta Pusat;Jakarta Raya;indonesia;
1004288;Bangun Properti Jaya;4;;;;www.se.com;Jl. Lingkar Selatan, Muncul, Kec. Setu, Kota Tangerang Selatan, Banten 15314, Indonesia;15314;Tangerang;Banten;indonesia;
1004290;PT Trimitra Kolaborasi Mandiri;4;;;www.3kom.co.id;www.se.com;Ruko Premier Park AB/16 Cikokol Tangerang;0;JAKARTA;Jakarta Raya;indonesia;
1004313;PT. Hayati Putra Mandiri;4;;;;www.se.com;Karsamenak, Kawalu;46182;Tasikmalaya;;indonesia;
1004314;PT. Izzati Hasanah;4;;;;www.se.com;Green Sedayu Bizzpark Cakung GS/68;13910;Jakarta;;indonesia;
