Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
1001459;Outiz;4;;http://www.outiz.fr;www.abb.com;13 Rue Germaine Tailleferre;75019;Paris;Paris;France;
1001460;P&I Bvba;4;+32 9 2354010;http://www.panelsandfloors.be;www.abb.com;Honderdweg 12;9230;Wetteren;Oost-Vlaanderen;Belgium;
1001461;P&P ELECTRICIDAD S.R.L.;4;54 3814275594;http://www.pyp-argentina.com.ar;www.abb.com;Calle 6 1- Barrio V. Mariano Moreno;4101;SAN MIGUEL DE T;Tucuman;Argentina;
1001462;PAC Power & Automation Control;4;+961 1 854286;http://www.paclb.com;www.abb.com;Golf Club Street Harb Bldg, Golf Club Street, Bir Hassan, P.O Box 15-5101- Beirut;115101;Beirut;Lebanon;Lebanon;
1001463;Paris Nord Electronique S.A.;4;+33 139451561;http://www.pne.fr;www.abb.com;6 Avenue Morane Saulnier;78140;Velizy Villacoublay;Yvelines;France;
1001464;Partedis Chauffage Sanitaire;4;+33144304800;http://https://www.partedis.com/agence/bordeaux-chauffage-sanitaire/;www.abb.com;16 Rue Octave Feuillet;75116;Paris;Paris;France;
1001465;Pastorutti, Nestor Abel;4;54 2954432208;http://www.pastorutti.com/;www.abb.com;Lisandro de la Torre, 475;6300;Santa Rosa;La Pampa;Argentina;
1001466;Peco International Electric Inc;4;305-591-7124;http://www.pecointlelec.com;www.abb.com;7983 85 Nw 33rd St;33127;Miami;Florida;United States;
1001467;Permanova Lasersystem AB;4;+460317061980;http://www.permanova.se;www.abb.com;Krokslatts Fabriker 30;431 37;Molndal;Vastra Gotalands Lan;Sweden;
1001468;Perniagaan Elektrik Sin Len Hup Sel Sdn Bhd;4;03-7804 2323;;www.abb.com;No.21 & 23 Jln Pju 3/50,ju 3, Sunway Damansara;47810;Petaling Jaya;Selangor;Malaysia;
1001469;Peusso SA;4;+54 351 4257070;http://https://www.peusso.com.ar/;www.abb.com;Ibarbalz 955;5000;Cordoba;Cordoba;Argentina;
1001470;Peverengo Oscar Ramon;4;+54 3564 429222;http://www.electricidadomega.com.ar/;www.abb.com;Av 25 De Mayo 2346;2400;San Francisco - San Justo;Cordoba;Argentina;
1001471;PIC Electric Inc;4;(305)825-9970;http://www.picelectric.com;www.abb.com;1 2nd St;16161;Wheatland;Pennsylvania;United States;
1001472;PIS Power Distribution Co Ltd;4;+6621053011;http://www.pispd.com;www.abb.com;877/36 Rama 9 Rd., Suanluang;10250;Suan Luang;Bangkok;Thailand;
1001473;Piti Distribution System Co Ltd;4;+6627302600;http://https://pitigroup.com;www.abb.com;380/1 Sukhumvit Road, Paknam, Muang;10270;Samut Prakan;Samut Prakan;Thailand;
1001474;Pizzuti Energia S.R.L;4;54 2944522222;http://www.pizzuti.com.ar;www.abb.com;Elflein 1101;8400;San Carlos de Bariloche;Rio Negro;Argentina;
1001475;PLOMBIS;4;+33490909452;http://www.plombis.com;www.abb.com;ZA LA HORSIERE 2 BATIMENT A;13870;Rognonas;Bouches-du-Rhone;France;
1001476;PLOMERIA ELECTRICA DE REYNOSA, S.A. DE C.V.;4;+528999091700;http://https://www.plomeriaelectricadereynosa.com.mx/;www.abb.com;PRIMERA # 400 COL. LONGORIA;88630;CD. REYNOSA;Tamaulipas;Mexico;
1001477;Pluton CJSC;4;+380612397900;http://pluton.ua/;www.abb.com;75, of. 1, Lenina ave.;69600;Zaporizhzhia;Zaporizka;Ukraine;
1001478;Polamary;4;+33148785671;http://www.lelectricien.net/;www.abb.com;57 Rue D Amsterdam;75008;Paris;Paris;France;
1001479;Polielectra SA;4;+41 91 857 36 34;http://https://www.polielectra.ch/;www.abb.com;Via Campagna 2.1;6512;Giubiasco;Ticino;Switzerland;
1001480;Polimet S. Kij Sp. J.;4;+48 334977777;http://www.polimet.com.pl;www.abb.com;ul. Grazynskiego 74;43-300;Bielsko-Biala;slaskie;Poland;
1001481;POLIMET S. Kij Spolka Jawna;4;32 268 50 99;http://www.polimet.com.pl;www.abb.com;Laczna 20;41-303;Dabrowa Gornicza;slaskie;Poland;
1001482;POMPAC DEVELOPPEMENT;4;+33388430650;http://www.pompac.fr;www.abb.com;1 Rue Du Doubs;67100;Strasbourg;Bas-Rhin;France;
1001483;POWER AND CONTROL INDUSTRY SA DE CV;4;+523325376661;http://www.powercontrolindustry.com;www.abb.com;AV. LIBERTAD #6 COL. CENTRO;95560;CHACALTIANGUIS;Veracruz;Mexico;
1001484;Power Mation Division Inc;4;+18008439859;http://www.powermation.com/;www.abb.com;1310 Energy Ln;55108;Saint Paul;Minnesota;United States;
1001485;POWERCO TRADING (KOTA KINABALU) SDN;4;+6088-716222;;www.abb.com;Taman Noosob, Mile 4.5, Jalan Penampang;88300;Kota Kinabalu;Sabah;Malaysia;
1001486;PowerEdge Solutions Philippines, Inc;4;;http://www.poweredge.com.ph;www.abb.com;285 Haig Street;1552;Mandaluyong City;NCR;Philippines;
1001487;Powerz Bulgaria Ltd;4;+359 745 51 516;http://www.powerz.gr;www.abb.com;ul. Polkovnik Drangov, 6;2850;Petrich;Blagoevgrad;Bulgaria;
1001488;PPE Technologies Pty Ltd;4;+27 87 057 4000;http://www.ppetech.co.za;www.abb.com;3 Christie Crescent;1201;Nelspruit;Mpumalanga;South Africa;
1001489;Prakash Trading Co;4;+ 97142863363;http://www.ptc.ae;www.abb.com;Al Ramoul Rashidya, Near Arabian Packaging;---;Dubai;Dubai;United Arab Emirates;
1001490;Prisma Electrical Controls Corp;4;+63287334526;http://www.zenithunited.com;www.abb.com;682 Florentino Torres Street, Sta. Cruz;1003;Manila;NCR;Philippines;
1001491;PROAGME, S.A. DE C.V.;4;+528183468585;http://https://www.proagme.com/;www.abb.com;FACTORES MUTUOS No. 110 COL. LEONES;64600;MONTERREY;Nuevo Leon;Mexico;
1001492;PROCESS & ENERGY SOLUTIONS;4;+523331233108;http://www.pro-energy.com.mx;www.abb.com;Puerto Malaga Manzana 12 Lote 58 Sin Numero San Juan De Aragon Uh;07920;Ciudad de Mexico;Ciudad de Mexico;Mexico;
1001493;PRODUCTOS ELECTRICOS DE MEXICALI SA DE CV;4;+526865573412;http://https://www.grupopetsa.com/;www.abb.com;CALLE A #10 INT 1;22114;TIJUANA;Baja California;Mexico;
1001494;PRODUCTOS ELECTRICOS DE TIJUANA SA DE CV;4;+526646868601;http://https://www.grupopetsa.com/;www.abb.com;Calle A No.10 Fracc. Santa Elena;22223;Tijuana;Baja California;Mexico;
1001495;Productos Electricos S.L.;4;+34935707254;http://www.prodelec.es;www.abb.com;Calle Octave Lecante (P. I. Can Magarola), 8-10;08100;Mollet Del Valles;Barcelona;Spain;
1001496;Productos Industriales y de Control, S.A. de C.V.;4;+525524590926;http://www.prodinc.com.mx;www.abb.com;Seccion 22 Manzana 40 LT.38 # 60;55100;Ecatepec de Morelos;Estado de Mexico;Mexico;
1001497;PRODUCTOS METALURGICOS SA PROMESA;4;+59346006060;http://www.promesa.com.ec;www.abb.com;KM 5.5 VIA A DAULE;90150;GUAYAQUIL;Guayas;Ecuador;
1001498;Programmed Technical Sistems Ltd;4;+380577141659;http://www.pts.biz.ua;www.abb.com;179-B, kv. 602, Moskovskyi ave.;61068;Kharkiv;Kharkivska;Ukraine;
1001499;Promont Komerc d.o.o.;4;+381 18 4210152;http://www.promont.rs;www.abb.com;Dimitrija Tucovica Bb;18000;Nis;Nisavski okrug;Serbia;
1001500;Proveedora De Seguridad Industrial Del Golfo, S.A. De C.V.;4;+528008307930;http://https://www.vallen.com.mx/;www.abb.com;BLVD. ADOLFO LOPEZ MATEOS No. 4000 COL. UNIVERSIDAD PONIENTE;89336;TAMPICO;Tamaulipas;Mexico;
1001501;Przedsiebiorstwo Handlowe "Alfa Elektro" Sp. z o.o.;4;32 37 37 860;http://www.alfaelektro.com.pl;www.abb.com;ul. Chorzowska 58;44-100;Gliwice;slaskie;Poland;
1001502;Przedsiebiorstwo Handlowe "Alfa Elektro" Sp. z o.o.;4;12 434 42 00;http://www.alfaelektro.com.pl;www.abb.com;ul. Vetulaniego 5;31-226;Krakow;malopolskie;Poland;
1001503;Przedsiebiorstwo Handlowe "Alfa Elektro" Sp. z o.o.;4;32 227 57 28;http://www.alfaelektro.com.pl;www.abb.com;ul. Powstancow 62;43-100;Tychy;slaskie;Poland;
1001504;Przedsiebiorstwo Handlowe "Alfa Elektro" Sp. z o.o.;4;34 365 83 49;http://www.alfaelektro.com.pl;www.abb.com;ul. Dojazdowa 2;42-200;Czestochowa;slaskie;Poland;
1001505;Przedsiebiorstwo Handlowe "Alfa Elektro" Sp. z o.o.;4;55 270 20 82;http://www.alfaelektro.com.pl;www.abb.com;Koszykowa 2;82-200;Malbork;pomorskie;Poland;
1001506;Puncakwahyu Sukses, PT;4;021-5868 5212, 021 7587 9949;;www.abb.com;Jl Meruya llir, Intercon Plaza Blok Kembangan;---;Jakarta Barat;Jakarta;Indonesia;
