Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
1001159;Grodno Spolka Akcyjna;4;22 729 72 72;http://www.grodno.pl;www.abb.com;Partyzantow 15;05-840;Brwinow;mazowieckie;Poland;
1001160;Grodno Spolka Akcyjna;4;22 815 91 45;http://www.grodno.pl;www.abb.com;Marsa 46A;04-246;Warszawa;mazowieckie;Poland;
1001161;Grodno Spolka Akcyjna;4;22 843 50 63;http://www.grodno.pl;www.abb.com;Postepu 25;02-673;Warszawa;mazowieckie;Poland;
1001162;Grodno Spolka Akcyjna;4;22 862 70 38;http://www.grodno.pl;www.abb.com;Wolska 91;01-229;Warszawa;mazowieckie;Poland;
1001163;Grodno Spolka Akcyjna;4;22 886 62 02;http://www.grodno.pl;www.abb.com;Krakowska 219;02-180;Warszawa;mazowieckie;Poland;
1001164;Gross Automation LLC;4;+18772683700;http://grossautomation.com;www.abb.com;3680 N 126th St;53005;Brookfield;Wisconsin;United States;
1001165;Grossiste Distributeur De Materiel Electrique;4;+33 169510594;http://gdme-grossiste-electrique-essonne.business.site/;www.abb.com;Zone Artisanale - 3, Rue des Meulieres.;91360;Villemoisson Sur Orge;Essonne;France;
1001166;Grossiste Distributeur De Materiel Electrique;4;+33549345390;http://gdme-grossiste-electrique-essonne.business.site/;www.abb.com;3 Bis Allee Andre Galle;79000;Niort;Sevres (Deux);France;
1001167;Groupement Cooperatif Sanithern;4;+33450777906;http://www.artisans-pays-de-savoie.com;www.abb.com;Route Des Marais De Culas;74330;Sillingy;Savoie (Haute);France;
1001168;Grupo Electro Stocks S.L.U.;4;+34981555804;http://www.grupoelectrostocks.com;www.abb.com;Via Faraday,41 A-Pgno.El Tambre;15890;Santiago De Compostela;A Coruna;Spain;
1001169;Grupo Electro Stocks S.L.U.;4;+34938771775;http://www.grupoelectrostocks.com;www.abb.com;Cr. Pont de Vilomara 204;08240;Manresa;Barcelona;Spain;
1001170;Grupo Electro Stocks S.L.U.;4;+34986501407;http://www.grupoelectrostokcs.com;www.abb.com;Rua Barbeitos,7, Rubianes;36619;Vilagarcia De Arousa;Pontevedra;Spain;
1001171;Grupo Electro Stocks S.L.U.;4;+34 986210024;http://www.grupoelectrostocks.com;www.abb.com;Ctra.de los Molinos,7-9;36213;Vigo;Pontevedra;Spain;
1001172;Grupo Electro Stocks S.L.U.;4;+34981173300;http://https://www.grupoelectrostocks.com/;www.abb.com;C/ SEVERO OCHOA 73;15008;La Coruna;A Coruna;Spain;
1001173;Grupo Electro Stocks S.L.U.;4;+34988511729;http://www.grupoelectrostocks.com;www.abb.com;C/tecelans, 3- Naves 5 Y 6;32001;Ourense;Ourense;Spain;
1001174;Grupo Electro Stocks, S.L.U.;4;+34 956317676;http://www.grupoelectrostocks.com/;www.abb.com;Parque Empresarial de Jerez c/ Euro, esquina con c/Comercio;11407;Jerez De La Frontera;Cadiz;Spain;
1001175;Grupo Precision SA;4;+56224226000;http://www.precision.cl;www.abb.com;Av El Salto 4291, Huechuraba;8581160;Santiago;Santiago;Chile;
1001176;Grupo Siasa;4;+502 2218 9393;http://www.gruposiasagt.com;www.abb.com;18 AV. A 0-17 Z-15 VH II;01001;Ciudad de Guatemala;Guatemala;Guatemala;
1001177;GRUPO SINDEL, S.A.;4;+34967225558;http://www.sindel.es/;www.abb.com;P.I. CAMPOLLANO Cuarta Avenida, 5;02007;Albacete;Albacete;Spain;
1001178;GRUPO SINDEL, S.A.;4;;http://www.sindel.es/;www.abb.com;AVDA. DE GRANADA, NAVE 3 STA. INES;30400;CARAVACA DE LA CRUZ;Murcia;Spain;
1001179;GRUPOFAS S.A.;4;+54 260 4430494;http://https://www.sierraelectricidad.com.ar/;www.abb.com;Av. SARMIENTO 450;5600;San Rafael;Mendoza;Argentina;
1001180;GS Equipos Y Controles Electricos Industriales S A De C V;4;+522224033764;http://www.gsequiposycontroles.com.mx/;www.abb.com;Blvd. San Felipe No. 87 Col. Villas Posadas;72060;Puebla;Puebla;Mexico;
1001181;G-Tech Automation Supplies;4;+6084-220817;http://NIL;www.abb.com;No 9, Jalan Pahlawan 7g;96000;Sarawak;Sarawak;Malaysia;
1001182;GTECH SOLUTIONS INC;4;+6326595297;http://www.facebook.com/GTechSolutionsInc;www.abb.com;Bldg 4B Philcrest II Compound, km23 W Service Rd, Cupang, Muntinlupa, Kalakhang Maynila;1700;Paranaque City;NCR;Philippines;
1001183;Haidar Jalal Jawad Co.;4;+9647502333111;http://https://www.hjj-electric.com/;www.abb.com;Kurane Makhmour Street Alwathba;;Erbil;Arbil;Iraq;
1001184;Halici Elektronik Ve Telekominikasyon Ltd. Sti.;4;+90 312 2172750;http://www.halici.com;www.abb.com;Konutkent Mahallesi 3035. Cad No:74 B Blok, D:72 Cankaya;06810;Ankara;Ankara;Turkey;
1001185;Halici Elektronik Ve Telekominikasyon Ltd. Sti.;4;+90 232 4596357;http://www.halici.com;www.abb.com;Alaaddinbey Mahallesi 639 Sok. No. 4/C Nilufer;16120;Bursa;Bursa;Turkey;
1001186;Halici Elektronik ve Telekominikasyon San. Tic. Ltd. Sti;4;+90 216 4153333;http://www.halici.com;www.abb.com;Mimar Sinan Cad Medine Sok. Halici Plaza No:3 Yukari Dudulllu Umraniye;34775;Istanbul;Istanbul;Turkey;
1001187;Halici Elektronik ve Telekomunikasyon San. Tic. Lim. Sti.;4;+90 224 4434356;;www.abb.com;Keremoglu Is Merkezi 1376 Sok. No:20, Halkapinar, Yenisehir;35110;Izmir;Izmir;Turkey;
1001188;Harb Electric S.A.L;4;+9611841844;http://www.harbelectric.com;www.abb.com;Harb Building, Facing Golf Club of Lebanon, Bir Hassan Area;5101;Beirut;Lebanon;Lebanon;
1001189;Helion - Bouygues E&S InTec Schweiz AG;4;+41326770406;http://https://www.helion.ch/;www.abb.com;Allmendweg 8 (Geb. 317);4528;Zuchwil;Solothurn;Switzerland;
1001190;Helmatel Sl;4;+34923204205;http://www.helmatel.es;www.abb.com;Cl Cascajales, 35 - Pg Villares De La Reina;37184;Villares De La Reina;Salamanca;Spain;
1001191;HidroCantabria, S.L.;4;+34 942650501;http://https://www.hidrocantabria.com/;www.abb.com;TRAVESIA AVENIDA EUROPA, S/N;39750;Colindres;Cantabria;Spain;
1001192;HidroCantabria, S.L.;4;+34942805858;http://www.hidrocantabria.com;www.abb.com;P.I. De Tanos - ViernolesParcela 3CC/ La Espina, 5;39300;Torrelavega;Cantabria;Spain;
1001193;HidroCantabria, S.L.;4;+34942347777;http://https://www.hidrocantabria.com/;www.abb.com;Calle Rio Pas (Pol Industrial De Candina), 8;39011;Santander;Cantabria;Spain;
1001194;Hiecon Technologies;4;9824014949;;www.abb.com;52/5 Bimanagar Society, Satellite Ro;380015;Ahmedabad;Gujarat;India;
1001195;High Technology Control - NSW;4;+61 2 9771 4088;http://https://www.hightech.com.au/;www.abb.com;8 Stuart Street;2211;Padstow;New South Wales;Australia;
1001196;HIJOS DE MORENO, SA;4;+34 952 673 569;http://www.himosa.es;www.abb.com;P. I. SEPES, C/ DALIAS NAVE C-28;52006;Melilla;Melilla;Spain;
1001197;Himera inzenjering i trgovina d.o.o.;4;+385 95 3119662;;www.abb.com;Vinogradska 7a;31327;Bilje;Osjecko-baranjska;Croatia;
1001198;Hirschmann Hirschmann Dorota;4;+48228700200;http://www.in-el.pl;www.abb.com;ul. Radziwie 5 lok. 157;01-164;Warszawa;mazowieckie;Poland;
1001199;HLC Enterprises Pte Ltd;4;+6568427887;http://www.hlc.com.sg;www.abb.com;53 Ubi Ave 1 #01-39 Paya Ubi Industrial Park;408934;Singapore;Singapore;Singapore;
1001200;Hoffman Et Boulanger SA;4;+33320321807;http://www.hofmannetboulanger.com;www.abb.com;7 RUE DU CHEMIN VERT ZI ARTISANALE DAVELIN;59710;Avelin;Nord;France;
1001201;Homero Y Cia S.r.l.;4;54 2974481218;http://www.homerosrl.com.ar/;www.abb.com;Av Hipolito Yrigoyen 3226;9000;Comodoro Rivadavia;Chubut;Argentina;
1001202;HQ Electrical Wholesale Ltd;4;+35318409354;http://www.hqe.ie;www.abb.com;Unit 15, Seatown Busines Campus, Seatown Road;K67 AX20;Swords;County Dublin;Ireland;
1001203;Hurtownie Elektryczne KOPEL Sp. z o. o.;4;15 823 78 35;http://www.kopel.com.pl;www.abb.com;ul. Sienkiewicza 108;39-400;Tarnobrzeg;podkarpackie;Poland;
1001204;Hurtownie Elektryczne KOPEL Sp. z o. o.;4;42 712 08 99;http://www.kopel.pl;www.abb.com;ul. A. Mickiewicza 6;95-010;Strykow;lodzkie;Poland;
1001205;HVA Global Electro S.r.l.;4;54 1144436469;http://www.globalelectro.com.ar;www.abb.com;Jose Leon Suarez 2102;1440;Caba;Capital Federal;Argentina;
1001206;Hydrotek Engineering Co;4;+965 1808555;http://www.hydrotek.com;www.abb.com;Al Rai Area - At The Junction Of Ghazally Street & Street 22;13023;Kuwait City;Al Asimah;Kuwait;
1001207;Hyperelec;4;+33490421020;http://www.hyperelec.fr;www.abb.com;147 Route de Miramas;13300;Salon-de-Provence;Bouches-du-Rhone;France;
1001208;IATECH SOLUTIONS, INC;4;+63287218622;http://https://m.facebook.com/IATECHSolutionsInc/#_=_;www.abb.com;UNIT 1210, 12 FLOOR ANNAPOLIS WILSHIRE PLAZA NO 11 ANNAPOLIS STREET;1502;GREENHILLS SAN JUAN;NCR;Philippines;
