Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
1001109;France Europe Electromateriel;4;+33139473650;http://www.bis-electric.com;www.abb.com;3 RUE VERTE;95100;Argenteuil;Val-d'Oise;France;
1001110;France Scelles;4;+33160421212;http://www.france-scelles.com;www.abb.com;9 Avenue Du 27 Aout 1944;77450;Montry;Seine-et-Marne;France;
1001111;Francelec;4;+33299519107;http:///www.francelec.com;www.abb.com;29 Rue du Bignon ZI Sud-EST;35135;CHANTEPIE;Ille-et-Vilaine;France;
1001112;Franco Belge Groupe Sonepar;4;+33143943800;http://francobelge.sonepar.fr;www.abb.com;33, av du Mal-de-Lattre de Tassigny;94120;Fontenay-sous-Bois;Val-de-Marne;France;
1001113;Francofa Eurodis SAS;4;+33148126969;http://www.francofa.fr;www.abb.com;91 Blvd Alsace Lorraine;93115;Rosny Sous Bois;Seine-Saint-Denis;France;
1001114;Furse Electric (Sabah) Sdn Bhd;4;+6088-425000;http://NIL;www.abb.com;Lot 75b, Jalan Kilang Sedco Industrial Estate Kolombong, Off Miles 5 1/2 Jln Tuaran;88450;Kota Kinabalu;Kuala Lumpur;Malaysia;
1001115;FUSE STORE SA DE CV;4;;http://fusestore.com.mx;www.abb.com;AV AZCAPOTZALCO #696 INT 21 A5 AZCAPOTZALCO CENTRO;02000;AZCAPOTZALCO;Ciudad de Mexico;Mexico;
1001116;Fuseline Electric & Engineering Sdn Bhd;4;+603 5569 5766;http://www.flgroup.com.my;www.abb.com;No.12A, Jalan Pemberita U1/49, Temasya Industrial Park, Glenmarie;40150;Shah Alam;Selangor;Malaysia;
1001117;Garcia Alfredo Ricardo;4;54 3804241877;;www.abb.com;Av. Facundo Quiroga 782;5300;La Rioja;La Rioja;Argentina;
1001118;GASTELUM Y GASTELUM ELECTRICIDAD, S.A. DE C.V.;4;+526677144220;http://www.gastelum.com.mx;www.abb.com;AEROPUERTO PTE 5305 COL. SAN RAFAEL;80150;CULIACAN;Sinaloa;Mexico;
1001119;Gateway Sureste De Mexico Sa De Cv;4;+529982077219;http://gatewaysureste.com;www.abb.com;696 Avenida Azcapotzalco;02000;Ciudad De Mexico;Ciudad de Mexico;Mexico;
