Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
1000859;Distribuidores del Sud;4;+54 223 4726268;http://https://www.distribuidoresdelsud.com/;www.abb.com;11 de Septiembre 5644;7600;Mar del Plata;Buenos Aires;Argentina;
1000860;Distributeur Electrique Provencal;4;+33 432 448 439;http://www.dep84.fr;www.abb.com;241 Avenue De Fontvert;84130;Le Pontet;Vaucluse;France;
1000861;Distribution & Control Products, Inc;4;+6325357644;http://www.dcpi.com.ph;www.abb.com;74 P. Cruz Street, Brgy. San Jose;1550;Mandaluyong City;NCR;Philippines;
1000862;Distribution De Materiel Electrique;4;+33169101540;http://www.dismel-sa.com;www.abb.com;2 Rue Lucien Sampaix;91700;Ste Genevieve Des Bois;Essonne;France;
1000863;Distribution Electrique Languedocienne;4;+33499237292;http://www.socoda.fr;www.abb.com;860 Avenue Des Bigos;34740;Vendargues;Herault;France;
1000864;Distribution Industrielle De L'ouest D.I.O;4;;http://www.socoda.fr;www.abb.com;2 A rue Marie de Kerstrat, Zae De Kervoasdoue;29270;Carhaix Plouguer;Finistere;France;
1000865;Distribution Poitou Charentes Elec;4;+33549332022;;www.abb.com;ZA Fief Baussais;79260;Francois;Sevres (Deux);France;
1000866;Distribution Sanitaire Chauffage;4;;http://www.cdl-elec.fr;www.abb.com;2 Avenue des Charmes;60550;Verneuil en Halatte;Oise;France;
1000867;Distri-France;4;+33474696376;http://www.distri-france.com;www.abb.com;ZI de Fontenailles, Rue De L Industrie;69220;Belleville;Rhone;France;
1000868;Distrilec;4;+33240282829;http://www.distrilec.fr;www.abb.com;14 Rue Des Etats Unis;44110;Chateaubriant;Loire-Atlantique;France;
1000869;Distrilec;4;+33299992233;http://www.distrilec.fr;www.abb.com;3 Rue Jacques Vaucanson;35500;Vitre;Ille-et-Vilaine;France;
1000870;Distrilec;4;+33240282829;http://www.distrilec.fr;www.abb.com;10 Rue de la Garenne ZA de la Brosse;35520;La Chapelle des Fougeretz;Ille-et-Vilaine;France;
1000871;Distritech Sarl;4;+33 231484060;http://https://distritech.com/;www.abb.com;1 Rue De Bruxelles;14120;Mondeville;Calvados;France;
1000872;Distriwatt;4;+33556511319;http://distriwatt.fr;www.abb.com;12-14 rue Robert Mathieu;33520;Bruges;Gironde;France;
1000873;Division Incendie Services D3I;4;+33478564184;http://www.division-incendie-service.fr;www.abb.com;250 Ave General De Gaulle;69530;Brignais;Rhone;France;
1000874;Dl'1 Kereskedelmi Es Szolgaltato Kft;4;+36 1 339-9600;http://www.dl1.hu;www.abb.com;Forgach utca 22;1139;Budapest;Hungary;Hungary;
1000875;DMIGUEL DAM, S. L.;4;+34941232199;http://www.dmiguel.net;www.abb.com;Avda. Aragon, Nº11 Bajo;26006;Logrono;La Rioja;Spain;
1000876;Docks Electrique Rhone Durance;4;;http://www.d-e-r-d.fr;www.abb.com;11 Avenue Fontcouverte;84035;Avignon;Vaucluse;France;
1000877;Docks Electriques Rhone Durance;4;;http://www.derd.net;www.abb.com;12 Boulevard Frederic Sauvage;13014;Marseille;Bouches-du-Rhone;France;
1000878;Docks Electriques Rhone Durance;4;+33490716933;http://www.derd.net;www.abb.com;Route De L Isle Sur Sorgue;84300;Cavaillon;Vaucluse;France;
1000879;DOCKS ELECTRIQUES RHONE DURANCE GRENOBLE;4;;http://www.derd.net;www.abb.com;9 RUE EVARISTE GALOIS ZI DES RUIRES;38320;EYBENS;Isere;France;
1000880;DOMO DISPLAY SA DE CV;4;+529988480361;http://www.eci.mx;www.abb.com;CERRADA RANA MZ 26 LOTE 17#382;77511;CANCUN;Quintana Roo;Mexico;
1000881;DR CEF PROVENCE;4;;http://www.yesss-fr.com;www.abb.com;17 AVENUE DE LONDRES;13127;VITROLLES;Bouches-du-Rhone;France;
1000882;DR CGED MEDITERRANEE;4;;http://www.cged.fr;www.abb.com;1090 AVENUE JEAN PERRIN;13836;AIX EN PROVENCE;Bouches-du-Rhone;France;
1000883;DR YESSS BRETAGNE EST;4;+33 296330011;http://www.yesss-fr.com;www.abb.com;1 rue Montesquieu;22000;SAINT BRIEUC;Cotes-d'Armor;France;
1000884;DR YESSS CORSE MARSEILLE;4;+33 495588690;http://www.yesss-fr.com;www.abb.com;Zi Les Paluds, 334 Avenue des Paluds;13400;AUBAGNE;Bouches-du-Rhone;France;
1000885;DR YESSS MARSEILLE;4;+33 442016529;http://https://www.yesss-fr.com/;www.abb.com;DR YESSS MARSEILLE;13600;LA CIOTAT;Bouches-du-Rhone;France;
1000886;DR YESSS NOUVELLE AQUITAINE SUD;4;+33 559590303;http://www.yesss-fr.com;www.abb.com;7 Rue de Loustalot;64600;ANGLET;Pyrenees-Atlantiques;France;
1000887;DUNNS ELECTRICAL & HARD;4;1-876-7542921;http://www.dunnselectrical.com;www.abb.com;15 3/4 Red Hills Road;;KINGSTON;Saint Andrew;Jamaica;
1000888;Dymesa;4;+526688170427;http://www.dymesa.com.mx;www.abb.com;BLVD. JIQUILPAN No. 1610 4 FRACC. RESIDENCIAL DEL VALLE;81249;LOS MOCHIS;Sinaloa;Mexico;
1000889;E Control Sales cc;4;00264 61 2 54 081;http://www.e-sales.com.na;www.abb.com;114 Silver Street Prosperia;---;Windhoek;Khomas;Namibia;
1000890;E.T.N. SOTTEVILLE;4;+33232915151;http://www.etn.fr;www.abb.com;5 Rue Nicephore Niepce Bp 278;76305;Sotteville Les Rouen;Seine-Maritime;France;
1000891;Eastern Electrical Ltd;4;+353906475121;http://www.ewl.ie;www.abb.com;Unit 20, Zone C, Mullingar Business Park;N91 YF40;Mullingar;County Westmeath;Ireland;
1000892;Eastern Electrical Ltd;4;+353 91 753131;http://www.ewl.ie;www.abb.com;Ballybane Ind Estate;H91 DN7F;Galway;County Galway;Ireland;
1000893;Eastern Electrical Ltd;4;+353494326284;http://www.ewl.ie;www.abb.com;Unit 13, Kilmore Business Park, Dublin Road;H12 HP84;Cavan;County Cavan;Ireland;
1000894;Eastern Electrical Ltd;4;+353214351800;http://www.ewl.ie;www.abb.com;Units 13 - 14,Euro Business Park, Little Island;T12 W665;Cork;County Cork;Ireland;
1000895;Eastern Electrical Ltd;4;+353906475121;http://www.ewl.ie;www.abb.com;Dublin Road;---;Athlone;County Westmeath;Ireland;
1000896;Eastern Electrical Ltd;4;+353429337101;http://www.ewl.ie;www.abb.com;Coes Road;A91 K853;Dundalk;County Louth;Ireland;
1000897;Eastern Electrical Ltd;4;+3534050400;http://www.ewl.ie;www.abb.com;Unit 2, Crosslands Ind Park, Ballymount Cross;D12 E292;Dublin;County Dublin;Ireland;
1000898;Eastern Electrical Ltd;4;+3538550066;http://www.ewl.ie;www.abb.com;Unit 7, Portside Business Park, East Wall Road;D03 V8P3;Dublin;County Dublin;Ireland;
1000899;Ebrequalitat SA;4;+34977442945;http://www.ebrequalitat.com;www.abb.com;C/ De La Ciutadella, nº10 -12;43500;Tortosa;Tarragona;Spain;
1000900;ECLAIR MAG;4;;http://www.eclairmag.fr;www.abb.com;4 RUE DU HOUBLON;59700;Marcq En Baroeul;Nord;France;
1000901;Eclairage Concept;4;+33437488604;http://www.eclairage-concept.fr;www.abb.com;26 Rue De Crequi;69006;Lyon;Rhone;France;
1000902;ECOFIX;4;+33160111213;http://www.ecofix.fr;www.abb.com;ROUTE DEPARTEMENT 36;91190;Villiers Le Bacle;Essonne;France;
1000903;Ecologgia Energies;4;+33387795613;http://www.ecologgia.fr;www.abb.com;Ecopark - Oceanis Building 1A, 11 Rue Jean Walgenwitzent;57420;Solgne;Moselle;France;
1000904;Edison Electricidad S R L;4;+54385 422-0233;;www.abb.com;La Plata 722;4200;Santiago Del Estero;Santiago del Estero;Argentina;
1000905;Edmundson Electrical (Ireland) Ltd;4;+35361317666;http://www.ewl.ie;www.abb.com;Docklands Business Park, Dock Road;---;Limerick;County Limerick;Ireland;
1000906;EECOL Concepcion;4;+56412388000;http://www.eecol.cl;www.abb.com;Santa Sofia 141;;Concepcion;Biobio;Chile;
1000907;Eecol Industrial Electric Chile;4;+56522227679;http://www.eecol.cl;www.abb.com;Av Copayapu 2341;1530000;Copiapo;Atacama;Chile;
1000908;EECOL Puerto Montt;4;+56652431700;http://www.eecol.cl;www.abb.com;Cardonal 2002;5480000;Puerto Montt;Los Lagos;Chile;
