Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
1000609;Cged Metz;4;;http://www.cged.sonepar.fr;www.abb.com;Rue Teilhard De Chardin 2;57061;Metz;Moselle;France;
1000610;CGED Mont de Marsan;4;+33558460606;http://www.cge-distribution.fr;www.abb.com;345 Allee des Mésanges, Parc d'activité Mamoura;40090;Saint Avit;Landes;France;
1000611;CGED Montauban;4;+33563910980;http://www.cged.fr;www.abb.com;2 Rue Voltaire;82000;Montauban;Tarn-et-Garonne;France;
1000612;Cged Montpellier;4;;http://www.cge-distribution.com;www.abb.com;Zac Tournezy, 84 Rue Jugurtha;34000;Montpellier;Herault;France;
1000613;CGED MONTREUIL/MER;4;+33140925858;http://www.cge-distribution.com;www.abb.com;793 Route De Paris -Ecuires;62170;Montreuil-Sur-Mer;Pas-de-Calais;France;
1000614;CGED NIMES;4;+33466843704;http://www.cge-distribution.com;www.abb.com;156 Avenue Pavlov -Zi St Cesaire;30900;Nimes;Gard;France;
1000615;CGED NIORT;4;+33549245548;http://www.cge-distribution.com;www.abb.com;2 Rue Vaumaurin;79000;Niort;Sevres (Deux);France;
1000616;Cged Noisy Le Sec;4;+33148102410;http://cged.sonepar.fr/;www.abb.com;2 Rue Mozart;93130;Noisy Le Sec;Seine-Saint-Denis;France;
1000617;CGED OLORON;4;+33559393468;http://www.cged.fr;www.abb.com;ZA DU GABARN ROUTE DE PAU;64870;ESCOUT;Pyrenees-Atlantiques;France;
1000618;Cged Ostwald;4;+33388318040;http://www.cged.fr;www.abb.com;17 Rue Pierre Et Marie Curie;67540;Ostwald;Bas-Rhin;France;
1000619;Cged Paimpol;4;+33296140520;http://www.cge-distribution.com;www.abb.com;ZI de Ker Lann - 9, Rue Mendes France.;22500;Paimpol;Cotes-d'Armor;France;
1000620;CGED PARIS 18;4;+33118662299;http://www.cge-distribution.com;www.abb.com;18-20 avenue de St Ouen;75018;Paris;Paris;France;
1000621;CGED Pau;4;+33559726070;http://www.cged.sonepar.fr;www.abb.com;Avenue Des Freres Montgolfier Zi Lons;64140;Billere;Pyrenees-Atlantiques;France;
1000622;CGED PERPIGNAN;4;+33568542099;http://www.cge-distribution.com;www.abb.com;177 Rue Pierre Pascal Fauvelle;66000;Perpignan;Pyrenees-Orientales;France;
1000623;Cged Pessac;4;+33 557 262830;http://www.sonepar.fr;www.abb.com;30 AVENUE GUSTAVE EIFFEL;33600;Pessac;Gironde;France;
1000624;CGED Pierrelatte;4;+33475544545;http://www.cge-distribution.com;www.abb.com;8 Rue Du Gardon;26700;Pierrelatte;Drome;France;
1000625;CGED POITIERS;4;+33 549572523;http://www.cge-distribution.com;www.abb.com;6 Rue Du Pont Maria Pia -Zae De Chaumont;86000;Poitiers;Vienne;France;
1000626;Cged Redon;4;+33 299723656;http://www.cge-distribution.com;www.abb.com;21 rue du lotier des marais;35600;SAINTE MARIE;Ille-et-Vilaine;France;
1000627;CGED Reventin Vaugris;4;+33474545440;http://www.cge-distribution.com;www.abb.com;372 Route Du Barrage -Z.I. Fluviale;38121;Reventin Vaugnis;Isere;France;
1000628;CGED Rouen;4;+33232959150;http://www.cge-distribution.com;www.abb.com;ZI Est Bord de Seine, Rue des pres aux boeufs, BP 498;76807;St Etienne Rouvray;Seine-Maritime;France;
1000629;CGED SAINT BRIEUC;4;;http://www.cged.fr;www.abb.com;28 BIS RUE CHAPTAL;22000;ST BRIEUC;Cotes-d'Armor;France;
