Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
1001759;Rexel - Valenciennes;4;;http://www.rexel.fr;www.abb.com;Rue Elsa Triolet - Zi N 2 Rouvignies;59300;Valenciennes;Nord;France;
1001760;Rexel - Vannes;4;;http://www.rexel.fr;www.abb.com;18 Rue Alain Gerbault - Zi Du Prat;56000;Vannes;Morbihan;France;
1001761;Rexel - Vaulx En Velin;4;;http://www.rexel.fr;www.abb.com;15 Rue Leonard De Vinci;69120;Vaulx-En-Velin;Rhone;France;
1001762;Rexel - Venelles;4;;http://www.rexel.fr;www.abb.com;18 Rue De La Touloubre - Les Logissons;13770;Venelles;Bouches-du-Rhone;France;
1001763;Rexel - Venissieux;4;;http://www.rexel.fr;www.abb.com;Parc D'activites Lyon Sud - 4 Rue De L'arsenal;69200;Venissieux;Rhone;France;
1001764;Rexel - Verdun - Belleville Sur Meuse;4;;http://www.rexel.fr;www.abb.com;Rue Cugnot - Zae Du Wameau;55430;Belleville-Sur-Meuse;Meuse;France;
1001765;Rexel - Vesoul;4;+33 384766009;http://www.rexel.fr;www.abb.com;Espace De La Motte - Rue Du Praley;70000;Vesoul;Saone (Haute);France;
1001766;Rexel - Vichy Cusset;4;+33 470312660;http://www.rexel.fr;www.abb.com;32 Rue Ampere;03300;Cusset;Allier;France;
1001767;Rexel - Villefranche;4;+33169112930;http://www.rexel.fr;www.abb.com;830 Route National 6 - Lieux Dit La Chartonni?re;69400;Gleize;Rhone;France;
1001768;Rexel - Villeneuve D Ascq;4;;http://www.rexel.fr;www.abb.com;14 Rue Du Ht De La Cruppe;59650;Villeneuve-D'ascq;Nord;France;
1001769;Rexel - Villeneuve La Garenne;4;;http://www.rexel.fr;www.abb.com;9-11 Rue de la Litte;92390;Villeneuve la Garenne;Hauts-de-Seine;France;
1001770;Rexel - Villepinte;4;+33 141214879;http://www.rexel.fr;www.abb.com;1 - 3 Avenue Georges Clemenceau;93420;Villepinte;Seine-Saint-Denis;France;
1001771;Rexel - Vitre;4;;http://www.rexel.fr;www.abb.com;3 Rue Pierre Marie Curie - Za Du Plague;35500;Vitre;Ille-et-Vilaine;France;
1001772;Rexel - Vitrolles;4;;http://www.rexel.fr;www.abb.com;35 Avenue De Rome - Zi Les Estroublans;13127;Vitrolles;Bouches-du-Rhone;France;
1001773;Rexel - Voiron;4;;http://www.rexel.fr;www.abb.com;46 Faubourg Sermorens;38500;Voiron;Isere;France;
1001774;Rexel - Vougy;4;;http://www.rexel.fr;www.abb.com;374 Rue Des Fontaines;74130;Vougy;Savoie (Haute);France;
1001775;Rexel - Wambrechies;4;;http://www.rexel.fr;www.abb.com;Zac Du Moulin - 180 Rue De Bondues;59118;Wambrechies;Nord;France;
1001776;REXEL / COAXEL;4;;http://www.rexel.fr;www.abb.com;3 Rue Du Coteau;54180;Heillecourt;Meurthe-et-Moselle;France;
1001777;REXEL 17 LA ROCHELLE;4;+33 553350002;http://www.rexel.fr;www.abb.com;AVENUE JOLIOT CURIE ZI BP53;17183;PERIGNY;Charente-Maritime;France;
1001778;REXEL 24 BERGERAC;4;+33 553634439;http://www.rexel.fr;www.abb.com;ROUTE 211 - ZI;24100;BERGERAC;Dordogne;France;
1001779;REXEL 24 PERIGUEUX;4;+33 553350002;http://www.rexel.fr;www.abb.com;225 ROUTE D'ANGOULEME;24000;PERIGUEUX;Dordogne;France;
1001780;Rexel 29 Quimper Hippodrome;4;+33 298644185;http://www.rexel.fr;www.abb.com;11 Route De Coray;29000;Quimper;Finistere;France;
1001781;REXEL 44 ST HERBLAIN;4;+33 240921383;http://www.rexel.fr;www.abb.com;15 RUE OLYMPE DE GOUGES;44800;ST HERBLAIN;Loire-Atlantique;France;
1001782;REXEL 44 VERTOU;4;+33 228210317;http://www.rexel.fr;www.abb.com;30, AVENUE DE LA VERTONNE;44120;VERTOU;Loire-Atlantique;France;
1001783;REXEL 59 SECLIN;4;+33 320874487;http://www.rexel.fr;www.abb.com;ZI A SECLIN D549 - 8 RUE DE LA POINTE;59113;SECLIN;Nord;France;
1001784;Rexel Amberieu En Bugey;4;;http://www.rexel.fr;www.abb.com;Avenue de la Liberation;01500;Amberieu En Bugey;Ain;France;
1001785;REXEL ANNECY;4;;http://www.rexel.fr;www.abb.com;6 Avenue Zanaroli - Zi De Barral;74600;Seynod;Savoie (Haute);France;
1001786;Rexel Australia;4;+61 2 9887 6222;http://www.rexel.com;www.abb.com;Level 2, Building 1Riverview Business Park3 Richardson Place;2113;North Ryde;New South Wales;Australia;
1001787;REXEL Bayonne;4;+33559631480;http://www.portail.rexel.fr;www.abb.com;28 Rue Arnaud Detroyat;64100;Bayonne;Pyrenees-Atlantiques;France;
1001788;Rexel Centre De Competence Eclairage;4;;http://www.rexel.fr;www.abb.com;116 Avenue De Chateaudun;41000;Blois;Loir-et-Cher;France;
1001789;Rexel Centre Export LMEI;4;;http://www.rexel.com;www.abb.com;9 Rue De La Mouchetiere;45140;Saint Jean De La Ruelle;Loiret;France;
1001790;Rexel Coignieres;4;;http://www.rexel.fr;www.abb.com;41 Voie Latteral Sud ( Rn10);78310;Coignieres;Yvelines;France;
1001791;Rexel Collectif - Meaux;4;;http://www.rexel.fr;www.abb.com;5 Rue Ampere;77100;Meaux;Seine-et-Marne;France;
