Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
1001009;Electro Universo Plin Metal S.A.;4;+54 11 4308-3300;http://www.electrouniverso.com.ar;www.abb.com;Av Jujuy 1061;C1229ABF;Ciudad De Buenos Aires;Buenos Aires;Argentina;
1001010;ELECTRO VOSGES;4;+33 329813460;http://www.etn.fr;www.abb.com;2 Rue De La Sofam, Zone Activite Du Pre Droue;88150;Chavelot;Vosges;France;
1001011;ELECTROCHOC;4;;;www.abb.com;15 IMPASSE DES FUSAINS;74960;MEYTHET;Savoie (Haute);France;
1001012;Electrocom Concepcion;4;+56412244007;http://www.electrocom.cl;www.abb.com;Manuel Rodriguez # 551;4030000;Concepcion;Biobio;Chile;
1001013;Electrocom Los Angeles;4;+56432310707;http://www.electrocom.cl;www.abb.com;Avenida Alemania #1120;;Los Angeles;Biobio;Chile;
1001014;Electrocom Osorno;4;+56642207880;http://www.electrocom.cl;www.abb.com;ALCALDE RENE SORIANO 2640;5290000;Osorno;Los Lagos;Chile;
1001015;Electrocom Puerto Montt;4;+56652341111;http://www.electrocom.cl;www.abb.com;Avenida Cardonal 2521;5480000;Puerto Montt;Los Lagos;Chile;
1001016;Electrocom S.A.;4;+56226354002;http://www.electrocom.cl;www.abb.com;Nataniel Cox 1065;;Santiago;Santiago;Chile;
1001017;Electrodis Regelec;4;+33251133330;http://www.etn.fr;www.abb.com;3 Rue Louis Breguet;44980;Ste Luce Sur Loire;Loire-Atlantique;France;
1001018;ELECTRODIS REGELEC AVIGNON;4;+33 490397680;http://www.etn.fr;www.abb.com;540 Avenue du Clapier;84320;Entraigues Sur La Sorgue;Vaucluse;France;
1001019;Electrodo S.A.;4;+34921412758;http://www.electrodo.net;www.abb.com;Enrique Larreta A 6 Poligono el Cerro;40006;Segovia;Segovia;Spain;
1001020;ELECTROINGENIERIA DEL BAJIO S DE RL DE CV;4;+524111600566;http://eibajio.com.mx/;www.abb.com;PASEO DE LAS CASUARINAS 201 RESIDENCIAL LOS HUERTOS;38335;CORTAZAR;Guanajuato;Mexico;
1001021;Electrolink (CEW Group);4;+61 2 6643 3330;http://https://www.electrolink.com.au/member-locations;www.abb.com;Unit 1, First Floor 91-95 Fitzroy Street;2460;Grafton;New South Wales;Australia;
1001022;Electromat S R L;4;54 3884233113;;www.abb.com;Alvear 952;4600;San Salvador De Jujuy;Jujuy;Argentina;
1001023;ELECTROMER;4;+33 328289100;http://www.etn.fr;www.abb.com;15 Route De Mardyck;59760;Grande Synthe;Nord;France;
