Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
999609;Anhui Conch Information Technology Engineering Co Ltd;4;;http://english.conch.cn;www.abb.com;yi jiang qu huo long gang zhen;241070;Wu Hu;Anhui;China;
999610;Animex AB;4;;http://www.animex.se;www.abb.com;Smedgatan 3;333 71;Bredaryd;Jonkopings Lan;Sweden;
999611;APDS Ltd;4;+44 117 9822049;http://www.apds.co.uk;www.abb.com;Unit 302, Dean Road, Avonmouth;BS11 8AT;Bristol;Avon;United Kingdom;
999612;Apex Automation & Robotics Pty Ltd;4;+61 2 9838 8151;http://www.apexautomation.com.au;www.abb.com;7 Prince William Drive;2147;Seven Hills;New South Wales;Australia;
999613;Applied Instrumentation Ltd;4;+852-27978802;;www.abb.com;Unit D41, 14/F, Block D, Wah Lok Centre, 31-35 Shan Mei Street, Fotian;---;Sha Tin;New Territories;Hong Kong Special Administrative Region of China;
999614;Applied Robotics International Pty Ltd;4;+61 297378633;http://www.appliedrobotics.com.au;www.abb.com;17 Egerton St;2128;Silverwater;New South Wales;Australia;
999615;Aproco B.V.;4;+31851303847;http://www.aproco.nl;www.abb.com;Haparandaweg 67-D4;1013 BD;Amsterdam;Noord-Holland;Netherlands;
999616;APS Componentes Eletricos Ltda;4;+551156450800;http://www.apscomponentes.com.br;www.abb.com;Trinta de Outubro 65;04776-050;Sao Paulo;Sao Paulo;Brazil;
999617;Arabian Power Electronic Company;4;+966 920007150;http://www.apec.sa.com;www.abb.com;Bughlaf Industrial Area, Al-Azizyah;31952;KHOBAR;Eastern Region;Saudi Arabia;
999618;Arho AB;4;+46 582-455 80;http://www.arho.se;www.abb.com;Bergsmansvagen 7;694 91;Hallsberg;Orebro Lan;Sweden;
999619;Arkkontrol Robotik Otomasyon Sistemleri Tic. Ltd. Sti.;4;+902124070102;http://www.arkkontrol.com;www.abb.com;Ikitelli OSB Eskoop San Sit B1-3 Blok No 78-80-82 Basaksehir;34490;Istanbul;Istanbul;Turkey;
999620;Arnon AB;4;+46855620690;http://www.arnon.fi/sv/;www.abb.com;Albybergsringen 3B;137 69;Osterhaninge;Stockholms Lan;Sweden;
999621;Arnon Oy;4;+358 10 526 5000;http://www.arnon.fi;www.abb.com;Kaapelikatu 3;33330;Tampere;Pirkanmaa;Finland;
999622;ART.EL. S.r.l.;4;;http://www.artelimpianti.it;www.abb.com;Via Carrozzieri 32;55041;Camaiore;Lucca;Italy;
999623;Artimpianti S.R.L;4;+390175231858;http://www.artimpianti.it;www.abb.com;Via Busca, 57;12024;Costigliole Saluzzo;Cuneo;Italy;
999624;AS Automation & Engineering Services Pvt Ltd;4;;http://www.asautomation.in;www.abb.com;H.No, 6-102, INCOIS Rd, Kakatiya Hills, Pragathi Nagar, Hyderabad, Telangana;500 090;Hyderabad;Telangana;India;
999625;Asia Trading and Engineering Co Ltd;4;+842432484095;http://www.asitec.com.vn;www.abb.com;No.2/45 Nguyen Hong, Dong Da;100000;Ha Noi;Ha Noi;Viet Nam;
999626;ASISTENCIA Y AUTOMATIZACION S.A.S;4;+57 4 4485534;http://www.asistenciayautomatizacion.com;www.abb.com;Cra. 56E No.76 Sur 38;055467;La Estrella;Antioquia;Colombia;
999627;Asp Otomasyon A.S.;4;+902163423206;http://www.aspotomasyon.com;www.abb.com;Barbaros Mah. Baskan Sokak No:14/2, Uskudar;34662;Istanbul;Istanbul;Turkey;
999628;Astech Projects Ltd;4;+44 1928571797;http://www.astechprojects.co.uk;www.abb.com;15 Berkeley Court, Manor Park;WA7 1TQ;Runcorn;Cheshire;United Kingdom;
999629;Astra Otoparts - Winteq Division;4;+62 21 87901713;http://www.winteq-astra.co.id;www.abb.com;Jl. Raya Jakarta Bogor Km. 47.3, Cibinong;16912;Bogor;Jawa Barat;Indonesia;
999630;Atelier Belge De La Manutention;4;+32 71 858500;http://www.abm-tecna.be;www.abb.com;PAE Martinrou Rue des Sources, 5;6220;Fleurus;Henegouwen;Belgium;
999631;Atlas Industrial Systems;4;+27 16 981 7843;http://www.atlassystems.co.za;www.abb.com;3 Wolfram Street;1900;Vanderbijlpark;Gauteng;South Africa;
999632;Auser Oy;4;;http://www.auser.fi;www.abb.com;Jylpyntie 35;48230;Kotka;Kymenlaakso;Finland;
999633;AUSTRALIS ENGINEERING Pty Ltd;4;+61 2 9707 5867;http://www.australiseng.com.au;www.abb.com;25 HARLEY CRESCENT;2200;Condell Park;New South Wales;Australia;
999634;Autecnia;4;+34677143225;http://www.autecnia.com;www.abb.com;Calle Marie Curie 62;33211;Gijon;Asturias;Spain;
999635;AUTOCONTROL DEL GOLFO S.A. DE C.V.;4;+019933179124;http://www.adg-automation.com.mx;www.abb.com;Km 10 + 100 Carr. Bosques de Saloya, R/a El Cedro s. 3ra Sec.;86220;Nacajuca;Tabasco;Mexico;
