Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
1001659;Rexel - Millau;4;;http://www.rexel.fr;www.abb.com;Avenue De L Europe - Zi;12100;Millau;Aveyron;France;
1001660;Rexel - Mont De Marsan;4;;http://www.rexel.fr;www.abb.com;1710 Avenue Du Marechal Juin;40000;Mont-De-Marsan;Landes;France;
1001661;Rexel - Montauban;4;;http://www.rexel.fr;www.abb.com;Rue Alphonse Daudet - Zi Nord;82000;Montauban;Tarn-et-Garonne;France;
1001662;Rexel - Montauban Alba Sud;4;;http://www.rexel.fr;www.abb.com;Boulevard D Allemagne - Zac De La Molle;82000;Montauban;Tarn-et-Garonne;France;
1001663;Rexel - Montbrison;4;;http://www.rexel.fr;www.abb.com;Zac Des Granges - 42 Rue Des Grands Chenes;42600;Montbrison;Loire;France;
1001664;Rexel - Montelimar;4;;http://www.rexel.fr;www.abb.com;Parc D'activites - Fortuneau;26200;Montelimar;Drome;France;
1001665;Rexel - Montlucon Blanzat;4;;http://www.rexel.fr;www.abb.com;Zac De Pasquis;03100;Montlucon;Allier;France;
1001666;Rexel - Montpellier;4;+33 499133636;http://www.rexel.fr;www.abb.com;3325 Avenue Etienne Mehul;34000;Montpellier;Herault;France;
1001667;Rexel - Morlaix;4;+33 325497878;http://www.rexel.fr;www.abb.com;4 B Rue Edouard Branly;29600;Saint-Martin-Des-Champs;Finistere;France;
1001668;Rexel - Moulins L'etoile;4;;http://www.rexel.fr;www.abb.com;Rue Badvilbel - Zone De L Etoile;03000;Moulins;Allier;France;
1001669;Rexel - Nancy;4;;http://www.rexel.fr;www.abb.com;L'usine Zac Du Barrage - 130 Boulevard De Finlande;54340;Pompey;Meurthe-et-Moselle;France;
1001670;Rexel - Nantes - Vertou;4;;http://www.rexel.fr;www.abb.com;30 Avenue De Le Vertonne;44120;Vertou;Loire-Atlantique;France;
1001671;Rexel - Narbonne - Sud;4;;http://www.rexel.fr;www.abb.com;Rue Rene Panhard - Zone Croix Sud;11100;Narbonne;Aude;France;
1001672;Rexel - Nation;4;;http://www.rexel.fr;www.abb.com;4 Ave Dorian;75012;Paris;Paris;France;
1001673;Rexel - Nice;4;;http://www.rexel.fr;www.abb.com;40 Boulevard Saint Roch;06300;Nice;Alpes-Maritimes;France;
