Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
1000259;Asaj Ostrowiec Swietokrzyski;4;41 265 13 04;http://www.asaj.pl;www.abb.com;Jana Kilinskiego 39;27-400;Ostrowiec Swietokrzyski;swietokrzyskie;Poland;
1000260;ASCON MULTI PRATAMA, PT.;4;022-87301220;;www.abb.com;PLZ CIPUTAT MAS BLK E KAV. P JL. IR H JUANDA 5A REMPOA, CIPUTAT TIMUR;15412;TANGERANG;Banten;Indonesia;
1000261;Aseisa-Andaluza De Sum.Elec.E Ind.;4;+34952171700;http://www.aseisa.es;www.abb.com;Pg.Ind.Guadalhorce C/hemingway, 14;29004;Malaga;Malaga;Spain;
1000262;ASEISA-ANDALUZA DE SUM.ELEC.E IND.;4;+34954367460;http://www.aseisa.es;www.abb.com;PGNO. LA PAZ, PARCELA 29;21007;Huelva;Huelva;Spain;
1000263;Asiaphil Inc;4;+6385638338;http://www.asiaphil.net;www.abb.com;1150 Pres. Quirino Avenue Ext., Paco . Manila;1077;Metro Manila;NCR;Philippines;
1000264;AST-SVITLOTEKHNIKA LLC;4;+380672461812;http://www.svtsvet.com.ua;www.abb.com;bud. 201-203, litera 2-A, vul. Kharkivske shosse;02121;Kyiv;Kyiv;Ukraine;
1000265;Ateka Ltd;4;972 732001311;http://www.ateka.co.il;www.abb.com;4 Hatavor Alley;4969104;Petah Tikva;Central;Israel;
1000266;Atelec S.A.;4;54 92644265877;http://www.atelec.com.ar;www.abb.com;San Luis Oeste 1564;5400;San Juan;San Juan;Argentina;
1000267;Athens Electrical Products Co Ltd;4;+6623691818 ;http://www.athensthailand.com;www.abb.com;789/5-6 Rama 9 Rd., Soi 21 Bangkapi;10310;Huai Khwang;Bangkok;Thailand;
1000268;Atlantique Composants;4;+33240477040;http://www.atlantique-composants.fr;www.abb.com;4 Rue De La Treillerie;49070;Beaucouze;Maine-et-Loire;France;
1000269;AU FORUM DE L ENERGIE;4;+33170276190;http://www.auforumdelenergie.com/electricite-2;www.abb.com;29 BIS VOIE DU MORT RU;91310;LONGPONT SUR ORGE;Essonne;France;
1000270;Au Forum Du Batiment;4;+33140128585;http://www.afdb.fr;www.abb.com;3 Boulevard jean jaures;93400;St Ouen;Seine-Saint-Denis;France;
1000271;AU FORUM DU BATIMENT;4;+33130287590;http://www.afdb.fr;www.abb.com;76 Rue Nicolas Copernic;60230;Chambly;Oise;France;
1000272;Audit Assitance Securite Incendie;4;+33130589606;http://www.aasi.fr;www.abb.com;5 RUE CHARLIE CHAPLIN;78390;Bois D'arcy;Yvelines;France;
1000273;Augelec;4;+33473892058;http://www.augelec.com;www.abb.com;La Vaure;63500;Le Broc;Puy-de-Dome;France;
1000274;Aurelec;4;+33587310060;http://aurelec.fr/;www.abb.com;7 T Rue Des Peupliers;19200;Ussel;Correze;France;
1000275;Aurelec;4;+33784447383;http://www.aurelec.fr;www.abb.com;14, Rue Gaspard Mongezi Bersol;33610;Canejan;Gironde;France;
1000276;Aurelec;4;+33471627579;http://aurelec.fr;www.abb.com;13 Rue Jacques Prevert;15000;Aurillac;Cantal;France;
1000277;Aurora Shpk;4;+383 44 869 727;http://www.aurora-kos.com;www.abb.com;Magjistralia Prishtine Shkup km 4;10000;Prishtine;Pristina;Serbia;
1000278;Auschitzky Bruges;4;+33556439696;http://www.auschitzky.fr;www.abb.com;4 Rue De Fieuzal;33520;Bruges;Gironde;France;
1000279;Automation & Power;4;+5073681051;http://www.automation-power.com;www.abb.com;Panaexport, Galera 10A, Ojo de agua Zona Franca;0820;Ciudad de Panama;Panama;Panama;
1000280;Automation & Power Products Ltd;4;+2304333036;http://www.appltd.tech;www.abb.com;Lot 211, Moka Business Center, Mount Ory Road;80813;Moka;Mauritius;Mauritius;
1000281;AUTOMATIQ Sp. z o.o.;4;+48694771199;http://www.automatiq.pl;www.abb.com;ul. Glogowska 425;60-757;Poznan;wielkopolskie;Poland;
1000282;Automatizacion Control Y Servicio, S.A. De C.V.;4;+525553809050;http://www.acsabb.com;www.abb.com;Circuito Flamingos Mz 36 Lt 27 Col. Valle De Tules;54040;Tultitlan;Estado de Mexico;Mexico;
1000283;Avd Teknolojik Cozum Sanayi Ve Tic. Ltd. Sti.;4;;http://www.avd.com.tr;www.abb.com;Kucuk Camlica Mah. Muftu Kuyusu Sokak No:5C/10 Uskudar;34696;Istanbul;Istanbul;Turkey;
1000284;Avonmore Electrical Co Ltd;4;+3532247477;http://www.avonmore-electrical.com;www.abb.com;Roskeen, Killarney Road;P51 R206;Mallow;County Cork;Ireland;
1000285;Axdispro;4;+33142704546;http://www.axdispro.com;www.abb.com;142 Boulevard Victor Hugo;92110;Clichy;Hauts-de-Seine;France;
1000286;AYALA RODRIGUEZ MARIO;4;+523123129420;http://www.materialelectricoraulin.com;www.abb.com;MARIANO ARISTA #610 COL. LA ARMONIA;28020;COLIMA;Colima;Mexico;
1000287;Bader Al Mulla Bros Co. W.L.L.;4;+965 22205222;http://www.almullagroup.com;www.abb.com;Al Mulla Engineering Group, P;13002;Safat;Al Asimah;Kuwait;
1000288;BAFA;4;+33160868283;http://www.bafa-sa.com;www.abb.com;10 Rue Du Canal;91070;Bondoufle;Essonne;France;
1000289;Bailly Quaireau;4;+33251497497;http://www.bailly-quaireau.fr;www.abb.com;22 Rue Des Artisans;85300;Challans;Vendee;France;
1000290;Baltzinger;4;+33388208920;http://www.baltzinger-online.com;www.abb.com;18 RUE DES TUILLERIES;67460;SOUFFELWEYERSHEIM;Bas-Rhin;France;
1000291;Baltzinger - Sonepar;4;;http://baltzinger.sonepar.fr/;www.abb.com;1 Rue du Doubs;67000;Strasbourg;Bas-Rhin;France;
1000292;Bangkok Absolute Electric And Con Co Ltd;4;+6623983389;http://www.bangkokab.com;www.abb.com;33-35 Bang Na - Trat 12 Bang Na - Trat Road Bangna;10260;Bangkok;Bangkok;Thailand;
1000293;Bassani Carlos Enrique;4;54 3874222446;http://www.tecnofer.com.ar;www.abb.com;Necochea 226;A4400;Salta;Salta;Argentina;
1000294;BATIMANTES;4;+33134902490;http://www.batimantes.fr;www.abb.com;47 Rue Desire Clement;78700;Conflans Ste Honorine;Yvelines;France;
1000295;Battaner e Hijos;4;+34979713388;http://www.battaner.com;www.abb.com;C/ Italia, parcela 186;34004;Palencia;Palencia;Spain;
1000296;Battaner e Hijos, S.A.;4;+34947201440;http://www.battaner.com;www.abb.com;Pol. Ind. Gamonal-Villayuda - C/La Ribera, 4;09007;Burgos;Burgos;Spain;
1000297;Bauhaus AB;4;+46 8 580 22 000;http://https://www.bauhaus.se/abb;www.abb.com;Enkopingsvagen 41;177 38;Jarfalla;Stockholms Lan;Sweden;
1000298;BCI Communication;4;+97022946600;http://https://bci.ps/;www.abb.com;1st Floor, Awwad Building, Al Ersal Street;3917;Ramallah;Palestine;Palestine, State of;
1000299;BEE Co Ltd;4;+529549000;;www.abb.com;206, 40, Sansung-ro, Buk-gu;44252;Ulsan;Ulsan;Korea, Republic of;
1000300;Behbehani Projects General Trading Co.;4;+965 24915172;http://www.behbehaniprojects.com;www.abb.com;Block B Street 18 Building 155, off zeena street? Shuwaikh Industrial;13001;Kuwait City;Al Asimah;Kuwait;
1000301;Bellini Electricidad S.r.l.;4;54 3624445999;http://www.bellinielectricidad.com;www.abb.com;Av 25 de Mayo 1085;3506;Resistencia;Chaco;Argentina;
1000302;Bellon Sas;4;+809 226 5555;http://www.bellon.com.do;www.abb.com;Ave Bartolome Colon;---;Santiago;Santiago;Dominican Republic;
1000303;Beng Hui Marine Electrical Pl;4;+6562914444;http://www.bhglobal.com.sg;www.abb.com;No.8 Penjuru Ln;609189;Singapore;Singapore;Singapore;
1000304;Bersy Engineering Services Sdn Bhd;4;+603 8959 6662;http://www.bersyengineering.com;www.abb.com;No.B-8-2, Jalan Pp 25, Putra Walk;43300;Selangor;Selangor;Malaysia;
1000305;Bertoldi Ricardo Alberto;4;54 2614317005;;www.abb.com;Puente del Inca 3552;5547;Mendoza;Mendoza;Argentina;
1000306;BFSA;4;+33493905858;http://www.balitrand.fr;www.abb.com;17 Rue Mal Des Logis J Fellegara;06400;Cannes;Alpes-Maritimes;France;
1000307;BFSA;4;;http://www.balitrand.fr;www.abb.com;183 Avenue De La Roubine;06150;Cannes La Bocca;Alpes-Maritimes;France;
1000308;Bianchi SA;4;+33495592000;http://www.bianchi-elec.fr;www.abb.com;20 Impasse Des Arbousiers Rn 193;20600;Furiani;Corse-du-Sud;France;
