Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
1000359;CBS Landivisiau;4;+33298680202;http://www.bretagne-sanitherm.fr;www.abb.com;28 Rue Charles Le Goffic;29400;Landivisiau;Finistere;France;
1000360;CCL ALBI;4;+33563541225;http://www.ccl.fr;www.abb.com;236 Avenue Albert Thomas;81000;Albi;Tarn;France;
1000361;CCL BALMA;4;+33563716520;http://www.ccl.fr;www.abb.com;9 Avenue Prat Gimont;31130;Balma;Garonne (Haute);France;
1000362;CCL Beziers;4;+33 499432260;http://https://www.ccl.fr/;www.abb.com;350 R Alphonse Beau De Rochas;34500;Beziers;Herault;France;
1000363;CCL COLOMIERS ELECTRICITE;4;+33563716500;http://www.ccl.fr;www.abb.com;4 Chemin De La Chasse;31773;Colomiers;Garonne (Haute);France;
1000364;CCL MONTAUBAN;4;+33563716500;http://www.ccl.fr;www.abb.com;1051 Avenue De Cos;82000;Montauban;Tarn-et-Garonne;France;
1000365;CCL PERPIGNAN;4;+33563716500;http://www.ccl.fr;www.abb.com;Av. Julien Panchot - km 4;66029;Perpignan;Pyrenees-Orientales;France;
1000366;CCL TOULOUSE THIBAUD;4;+33534602474;http://www.ccl.fr;www.abb.com;25 Rue Boudeville;31000;Toulouse;Garonne (Haute);France;
1000367;Cdl Elec Brest;4;;http://www.cdl-elec.fr;www.abb.com;48 Rue De Tourbian, ZI De Kergonan;29490;Guipavas;Finistere;France;
1000368;CDL ELEC SAINT LEONARD;4;;http://www.cdl-elec.fr;www.abb.com;14 RUE BLERIOT;62360;Saint Leonard;Pas-de-Calais;France;
1000369;Cedi;4;+33298646490;http://www.cedi-electromenager.com;www.abb.com;51 Rue Guy Autret Bp 637;29000;Quimper;Finistere;France;
1000370;Cef;4;;http://www.yesss-fr.com;www.abb.com;3 Rue De La Duronne;07200;Aubenas;Ardennes;France;
1000371;CEF;4;+33 241605454;http://www.yesss-fr.com;www.abb.com;23 RUE HAPINET;49124;ST BARTHELEMY D ANJOU;Maine-et-Loire;France;
1000372;CEF;4;+33442467450;http://www.cef-fr.com;www.abb.com;Rue Des Saladelles;13920;Saint Mitre Les Remparts;Bouches-du-Rhone;France;
1000373;CEF AGEN - Agence 280;4;+33553484430;http://www.yesss-fr.com/;www.abb.com;7 Zac Rigoulet;47550;Boe;Lot-et-Garonne;France;
1000374;CEF ALES SUD AG 292;4;;http://www.yesss-fr.com;www.abb.com;1115 Route d'Uzes;30100;Ales;Gard;France;
1000375;CEF ANGERS OUEST;4;+33 241431476;http://www.yesss-fr.com;www.abb.com;6 RUE DE L'EBEAUPIN;49070;BEAUCOUZE;Maine-et-Loire;France;
1000376;CEF ANGOULEME AG 11;4;+33545681000;http://www.yesss-fr.com;www.abb.com;46 Route De L'isle D'espagnac;16160;Gond Pontouvre;Charente;France;
1000377;CEF ARLES AG 193;4;+33490938735;http://www.yesss-fr.com;www.abb.com;5 Chemin Du Temple;13200;Arles;Bouches-du-Rhone;France;
1000378;CEF BAYONNE AG 291;4;;http://www.yesss-fr.com;www.abb.com;4 Chemin De Trouillet;64100;Bayonne;Pyrenees-Atlantiques;France;
1000379;CEF BEAUREPAIRE AG 302;4;+33475037777;http://www.yesss-fr.com;www.abb.com;ZONE ARTISANALE DU MORNAY;26210;LAPEYROUSSE MORNAY;Drome;France;
1000380;CEF Bergerac;4;+33 553739019;http://www.yesss-fr.com;www.abb.com;Avenue Zone Activite Economique;24100;Creysse;Dordogne;France;
1000381;Cef Beziers Nord Ag 218;4;+33467090996;http://www.yess-fr.com;www.abb.com;Rue Nicolas Joseph Cugnot Zac De Mercorent;34500;Beziers;Herault;France;
1000382;Cef Brioude;4;;http://www.yesss-fr.com;www.abb.com;Zi Chaud Basse;43100;Cohade;Loire (Haute);France;
1000383;CEF CAHORS AG 24;4;+33565226522;http://www.yesss-fr.com;www.abb.com;Rue De Saint Etienne;46000;Cahors;Lot;France;
1000384;CEF CARCASSONNE AG 80;4;+334681025000;http://www.yesss-fr.com;www.abb.com;Boulevard Denis Papin;11000;Carcassonne;Aude;France;
1000385;CEF CHALON SUR SAONE;4;;http://www.yesss-fr.com;www.abb.com;21 RUE LOUIS JACQUES THENARD;71100;CHALON-SUR-SAONE;Saone-et-Loire;France;
1000386;CEF CONCARNEAU;4;+33 475625570;http://https://www.yesss-fr.com/;www.abb.com;ZI DE KERSALE;29900;CONCARNEAU;Finistere;France;
1000387;CEF Construction;4;;http://www.yesss-fr.com;www.abb.com;76 rue des Tiphoines;91240;Saint Michel sur Orge;Essonne;France;
1000388;CEF CREST AG 214;4;+33475625570;http://www.yesss-fr.com;www.abb.com;34 Rue Maurice Barral;26400;Crest;Drome;France;
1000389;CEF DEAUVILLE;4;;http://www.yesss-fr.com;www.abb.com;Boite Postale 63 TOUQUES;14800;Deauville;Calvados;France;
1000390;CEF DG SUD OUEST;4;+33 556392322;http://https://www.yesss-fr.com/;www.abb.com;RUE FRANCIS GARNIER;33000;BORDEAUX;Gironde;France;
1000391;CEF DINAN AG 209;4;+33296392222;http://www.yesss-fr.com;www.abb.com;10 Rue du Noroit;22100;Taden;Cotes-d'Armor;France;
1000392;CEF DR BRETAGNE EST;4;;http://www.yesss-fr.com;www.abb.com;10 RUE DES GUERETS BP 45224;44352;GUERANDE;Loire-Atlantique;France;
1000393;CEF DR CENTRE;4;+33 238222037;http://https://www.yesss-fr.com;www.abb.com;117 RUE SAINT MARCEAU;45000;ORLEANS;Loiret;France;
1000394;CEF DR LIMOUSIN;4;+33 545664343;http://https://www.yesss-fr.com/;www.abb.com;496 Avenue de navarre;16000;ANGOULEME;Charente;France;
1000395;CEF DR MIDI-PROVENCE;4;+33 490147020;http://www.erea.be;www.abb.com;385 RUE DU GRAND GIGOGNAN;84000;AVIGNON;Vaucluse;France;
1000396;CEF DR PARIS NORD OUEST;4;;http://www.yesss-fr.com;www.abb.com;107 RUE DE PARIS;95310;ST OUEN L AUMONE;Val-d'Oise;France;
1000397;CEF Entreprise Generale De Batiment;4;+33164495128;http://www.yesss-fr.com;www.abb.com;76 Rue Des Tiphoines;91240;St Michel Sur Orge;Essonne;France;
