Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
1002309;YESSS;4;+33388645439;http://www.yesss-fr.com;www.abb.com;ZI du Chateau de la Mare Rue Colbert;50200;COUTANCES;Manche;France;
1002310;YESSS Agence Paris 14;4;+33 228040979;http://www.yesss-fr.com;www.abb.com;Rue Gassendi 26;75014;Paris;Paris;France;
1002311;YESSS Anglet;4;+33559520700;http://www.yesss-fr.com;www.abb.com;10 Rue De L'industrie;64600;Anglet;Pyrenees-Atlantiques;France;
1002312;YESSS AUBENAS;4;+33495504440;http://www.yesss-fr.com;www.abb.com;930 Route de Montelimar;07200;Saint Didier sous Aubenas;Ardeche;France;
1002313;YESSS BILLERE;4;;http://https://www.yesss-fr.com;www.abb.com;13 Avenue des Freres Montgolfier;64143;Billere;Pyrenees-Atlantiques;France;
1002314;YESSS BISCARROSSE;4;+33559328311;http://www.yesss-fr.com;www.abb.com;1001 ROUTE DE PARENTIS;40600;BISCARROSSE;Landes;France;
1002315;YESSS CALVI - AG 311;4;+33 297898080;http://www.yesss-fr.com;www.abb.com;ROUTE DE CALENZANAZI DE CANTONE;20260;CALVI;Corse-du-Nord;France;
1002316;Yesss Dax;4;+33495305020;http://www.yesss-fr.com;www.abb.com;2520 Avenue De La Resistance Route De Bayonne La Pince;40990;St Paul Les Dax;Landes;France;
1002317;YESSS DR LEMAN-SAVOIE;4;+33 470310883;;www.abb.com;371 ROUTE DES VERNES;74370;PRINGY;Savoie (Haute);France;
1002318;YESSS DR LYON CENTRE;4;+33 450095053;http://www.yesss-fr.com;www.abb.com;CHEMIN DES MURIERS;69540;IRIGNY;Rhone;France;
1002319;YESSS DR nouvelle Aquitaine Sud;4;;http://www.yesss-fr.com;www.abb.com;7 Rue de l'Oustalot;64600;Anglet;Pyrenees-Atlantiques;France;
1002320;Yesss Electrical;4;+33559590303;http://www.yesss-fr.com;www.abb.com;133 Boulevard De L`industrie;85000;La Roche Sur Yon;Vendee;France;
1002321;YESSS Electrique;4;+33233070707;http://www.yesss-fr.com;www.abb.com;10 Rue Jean Baptiste Colbert;10600;La Chapelle St Luc;Aube;France;
1002322;YESSS Electrique;4;;http://www.yesss-fr.com;www.abb.com;74 Rue De Champ Roman;38400;Saint Martin D'heres;Isere;France;
1002323;YESSS Electrique;4;+33492320030;http://www.yesss-fr.com;www.abb.com;Saint Christophe;04000;Digne Les Bains;Alpes (Hte-Provence);France;
1002324;YESSS Electrique;4;+33563050400;http://www.yesss-fr.com/;www.abb.com;Artel Est - RN 113;82100;Castelsarrasin;Tarn-et-Garonne;France;
1002325;YESSS Electrique;4;;http://www.yesss-fr.com;www.abb.com;Allee Gutenberg;33370;Artigues Pres Bordeaux;Gironde;France;
1002326;YESSS Electrique;4;+33164370871;http://www.yesss-fr.com;www.abb.com;401 Rue Pierre Et Marie Curie;77000;Vaux Le Penil;Seine-et-Marne;France;
1002327;YESSS Electrique;4;+33240621919;http://www.yesss-fr.com;www.abb.com;10 Rue Des Guerets;44350;Guerande;Loire-Atlantique;France;
1002328;YESSS Electrique;4;+33233201570;http://www.yesss-fr.com;www.abb.com;515 Boulevard De l'Est;50110;Tourlaville;Manche;France;
1002329;YESSS Electrique;4;+33477364223;http://www.yesss-fr.com;www.abb.com;62 Avenue De Veauche;42160;Andrezieux Boutheon;Loire;France;
1002330;YESSS Electrique;4;+33497052710;http://www.yesss-fr.com;www.abb.com;19 Avenue Jean Maubert;06130;Grasse;Alpes-Maritimes;France;
1002331;YESSS Electrique;4;+33468565274;http://www.yesss-fr.com;www.abb.com;1450 Ave Julien Panchot;66000;Perpignan;Pyrenees-Orientales;France;
1002332;YESSS Electrique;4;+33231144848;http://www.yesss-fr.com;www.abb.com;Z I De Touques Rte De Paris;14800;Deauville;Calvados;France;
1002333;YESSS Electrique;4;+33 241 290707;http://www.yesss-fr.com;www.abb.com;9 Chemin De La Salvetat;31770;Colomiers;Garonne (Haute);France;
1002334;YESSS Electrique;4;+33299199819;http://www.yesss-fr.com;www.abb.com;40 Rue Du Grand Jardin;35400;Saint Malo;Ille-et-Vilaine;France;
1002335;YESSS Electrique;4;+33389505045;http://www.yesss.co.uk;www.abb.com;7 Rue Du Bigarreau;68260;Kingersheim;Haut-Rhin;France;
1002336;YESSS Electrique;4;+33328501555;http://www.yesss-fr.com;www.abb.com;4 rue Sophie Germain;59930;LA CHAPELLE D'ARMENTIERES;Nord;France;
1002337;YESSS Electrique;4;+33475811900;http://www.yesss-fr.com;www.abb.com;28 Rue Des Mourettes;26000;Valence;Drome;France;
1002338;YESSS Electrique;4;+33 241675858;http://www.yesss-fr.com;www.abb.com;Parc Dactivites Du Chemin D'aix;83470;Saint Maximin;Var;France;
1002339;YESSS Electrique;4;+33240258603;http://www.yesss-fr.com;www.abb.com;28 Rue du Marche Commun;44300;Nantes;Loire-Atlantique;France;
1002340;YESSS Electrique;4;+33134078888;http://www.yesss-fr.com;www.abb.com;6 Bis Rue Berthelot;95500;Gonesse;Val-d'Oise;France;
1002341;YESSS Electrique;4;;http://www.yesss-fr.com;www.abb.com;10 Rue Jean Nicot;45140;Saint Jean De La Ruelle;Loiret;France;
1002342;YESSS Electrique;4;+33442016504;http://www.yesss-fr.com;www.abb.com;32 Avenue Emile Ripert;13600;La Ciotat;Bouches-du-Rhone;France;
1002343;YESSS Electrique;4;+33298948709;http://www.yesss-fr.com;www.abb.com;233 Route De Rosporden;29000;Quimper;Finistere;France;
1002344;YESSS Electrique;4;;http://www.yesss-fr.com;www.abb.com;1 Rue Charles Cros;95320;Saint Leu La Foret;Val-d'Oise;France;
1002345;YESSS Electrique;4;+33386405488;http://www.yesss-fr.com;www.abb.com;Rue Saint Exupery;89470;Moneteau;Yonne;France;
1002346;YESSS Electrique;4;+33299724435;http://www.yesss-fr.com;www.abb.com;8 B Rue De Briangaud;35600;Redon;Ille-et-Vilaine;France;
1002347;YESSS Electrique;4;+33466542505;http://www.yesss-fr.com;www.abb.com;110 Bis Avenue Sainte Barbe;30520;St Martin De Valgalgues;Gard;France;
1002348;YESSS Electrique;4;+33241605454;http://www.yesss-fr.com;www.abb.com;23 Rue Du Hanipet;49124;Saint Barthelemy D'Anjou;Maine-et-Loire;France;
1002349;YESSS Electrique;4;+33231610101;http://www.yesss-fr.com;www.abb.com;Rue de la Mutualite;14100;Hermival Les Vaux;Calvados;France;
1002350;YESSS Electrique;4;+33324320300;http://www.yesss-fr.com;www.abb.com;Zac De La Poterie;08000;Prix Les Mezieres;Ardennes;France;
1002351;YESSS Electrique;4;+33450333501;http://www.yesss-fr.com;www.abb.com;371 Route Des Vernes;74370;Pringy;Savoie (Haute);France;
1002352;YESSS Electrique;4;+33492907130;http://www.yesss-fr.com;www.abb.com;Rue Marie Fischer;06600;Antibes;Alpes-Maritimes;France;
1002353;YESSS Electrique;4;+33243480707;http://www.yesss-fr.com;www.abb.com;Avenue Rhin Et Danube;72200;La Fleche;Sarthe;France;
1002354;YESSS Electrique;4;;http://www.yesss-fr.com;www.abb.com;Avenue De La Gironde;59640;Dunkerque;Nord;France;
1002355;YESSS Electrique;4;+33148702163;http://www.yesss-fr.com;www.abb.com;147 Bld Alsace Lorraine;93110;Rosny Sous Bois;Seine-Saint-Denis;France;
1002356;YESSS Electrique;4;+33134101400;http://www.yesss-fr.com;www.abb.com;218 route de Pontoise;95100;Argenteuil;Val-d'Oise;France;
