Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
1000809;Cvelum;4;+33326624378;http://www.cvelum.fr;www.abb.com;50 Rue De La Violette;51300;Marolles;Marne;France;
1000810;D. C. Secco & Cia Ltda;4;;;www.abb.com;R Sergipe, 43 Sao Jose;99052-210;Passo Fundo;Rio Grande do Sul;Brazil;
1000811;DA LUMIERE;4;+33553687639;http://www.dalumiere.com;www.abb.com;6 Rue Rigoulet;47550;Boe;Lot-et-Garonne;France;
1000812;Daniella Kft.;4;+36 52 517-500;http://www.daniella.hu;www.abb.com;Kontosgat sor 1-3;4031;Debrecen;Hungary;Hungary;
1000813;Dartel Concepcion Limitada;4;+56412469955;http://www.dartel.cl/site/app/www/#navegate=goStore.php?storeId=12;www.abb.com;Camino Los Carros 1870 Parque Ind Ejercito;;Concepcion;Biobio;Chile;
1000814;Dartel Copiapo;4;+56522241481;http://www.dartel.cl;www.abb.com;Panamericana Sur 200 Local A 9;;Copiapo;Atacama;Chile;
1000815;Dartel La Serena;4;+56512470340;http://www.dartel.cl;www.abb.com;Gabriel Gonzalez Videla 64;;La Serena;Coquimbo;Chile;
1000816;Dartel Los Libertadores;4;+56226163170;http://www.dartel.cl;www.abb.com;Camino Coquimbo 16720;;Colina;Santiago;Chile;
1000817;Dartel Puerto Montt;4;+56652318877;http://www.dartel.cl;www.abb.com;Avenida Presidente Ibanez 406;5480000;Puerto Montt;Los Lagos;Chile;
1000818;Dartel Rancagua;4;+56722740838;http://www.dartel.cl;www.abb.com;Lastarria 777;;Rancagua;Libertador;Chile;
1000819;Dartel S.A.;4;+56632360400;http://www.dartel.cl;www.abb.com;Avda Matta No 326;;Santiago;Santiago;Chile;
1000820;Dartel Talca Limitada;4;+56712240609;http://www.dartel.cl;www.abb.com;Cinco Sur 2193;;Talca;Maule;Chile;
1000821;Dartel Temuco;4;+56452941028;http://www.dartel.cl;www.abb.com;Avenida O'Higgins 0346;;Temuco;La Araucania;Chile;
1000822;Dartel Valparaiso Ltda;4;+56322250298;http://www.dartel.cl;www.abb.com;Avenida Independencia 2637;2340000;Valparaiso;Valparaiso;Chile;
1000823;DBF TOULOUSE AUTOMOBILES;4;+33562269727;http://www.volkswagen-toulouse.com;www.abb.com;344 AVENUE DES ETATS UNIS;31200;Toulouse;Garonne (Haute);France;
1000824;Degra Argentina S.A.;4;54 3514707010;http://www.degra.com.ar;www.abb.com;Juan B Justo 3976;5001;Cordoba;Cordoba;Argentina;
1000825;Delectric;4;+528121277090;http://www.delectric.com.mx;www.abb.com;Reforma 940 Ote., Colonia Centro;64000;Monterrey;Nuevo Leon;Mexico;
1000826;DH INTERNATIONAL SA DE CV;4;+524422176548;http://www.cydisa.com.mx;www.abb.com;LLUVIA 8 BODEGA 15-B FRACC., INDUSTRIAL LA NORIA EL MARQUES;76246;QUERETARO;Queretaro;Mexico;
1000827;DICESA PQS;4;+525553684156;http://www.dicesamexico.com.mx;www.abb.com;Av. 3-A No. 123 Col. Santa Rosa;07620;Gustavo A Madero;Ciudad de Mexico;Mexico;
1000828;DICESA PQS, S.A. DE C.V.;4;+524422090342;http://https://www.dicesabajio.com.mx/;www.abb.com;PANAMERICANA 19 COL. MAGISTERIAL;76180;QUERETARO;Queretaro;Mexico;
1000829;Diego Diaz Lopez, Sl;4;+34 952787854;http://www.diegodiazlopez.com;www.abb.com;Pgno.Ind. Estepona.Calle Graham Bell n 34;29680;Estepona;Malaga;Spain;
1000830;Dieman, S.A.;4;+34968065376;http://www.dieman.net;www.abb.com;C/Alcalde clemente Garcia 28/4, Poligono Industrial Oeste;30169;San Gines;Murcia;Spain;
1000831;DIEMAN, SAL;4;+34968110192;http://www.dieman.net;www.abb.com;Pgno.Los Penones, C/Abogado Agustin;30800;Lorca;Murcia;Spain;
1000832;DIFFUSION ELECTRIQUE CORSE;4;+33495205169;http://www.socoda.fr;www.abb.com;Rd Pt de La Rocade;20090;Ajaccio;Corse-du-Sud;France;
1000833;DIFFUSION ELECTRIQUE CORSE DIELCO;4;+33495603354;http://www.socoda.fr;www.abb.com;Route N 197;20256;Corbara;Corse-du-Sud;France;
1000834;Digamel Arousa S L;4;+34986502429;http://www.digamel.com;www.abb.com;Calle De Albarran, 2 - -4 P I Trabanca;36613;Vilagarcia De Arousa;Pontevedra;Spain;
1000835;Digamel Pontevedra SA;4;+34986866348;http://www.digamel.com;www.abb.com;Rua De Costado, 5 Santa Margarita;36162;Mourente;Pontevedra;Spain;
1000836;Digamel SA;4;+34981171080;http://www.digamel.com;www.abb.com;Poligono Industrial A Grela, Rua Gambrinus 60;15008;Coruna A;A Coruna;Spain;
1000837;Digamel SA;4;+34988511229;http://www.digamel.com/;www.abb.com;C/Rio Camba, 9;32001;Ourense;Ourense;Spain;
1000838;Digamel SA;4;+34981572825;http://www.digamel.com/;www.abb.com;Polig. Tambre Via Arquimedes, 5;15890;Santiago De Compostela;A Coruna;Spain;
1000839;Digamel SA;4;+34982909951;http://www.digamel.com;www.abb.com;Benigno Rivera,47-Pg.In.O Ceao;27003;Lugo;Lugo;Spain;
1000840;Digamel Vigo S L;4;+34986266398;http://www.digamel.com;www.abb.com;Baixada Al Capitan 41;36214;Vigo;Pontevedra;Spain;
1000841;Digitec Galaxus AG;4;;http://www.digitec.ch;www.abb.com;Pfingstweidstrasse 60;8005;Zurich;Zurich;Switzerland;
1000842;Dimater SA;4;54 3814205349;http://www.dimater.com.ar;www.abb.com;Marina Alfaro 1140;4000;San Miguel De Tucuman;Tucuman;Argentina;
1000843;Dimet Espaces Pro;4;+33490114000;;www.abb.com;124 Rue Des Pays Bas;84100;Orange;Vaucluse;France;
1000844;Dis elec;4;+33321146000;http://www.diselec.fr;www.abb.com;Rue du General Delestraint;62210;Avion;Pas-de-Calais;France;
1000845;Diselec SA;4;54 3434347114;http://diselecsa.com.ar;www.abb.com;Bartolome Zapata 1296;3100;Parana;Entre Rios;Argentina;
1000846;Dismelcas SL;4;+34 964 256 079;http://www.dismelcas.com;www.abb.com;C/herbes, 29;12006;Castellon;Castellon;Spain;
1000847;Distrib Services;4;;http://www.distribservices.com;www.abb.com;10 Avenue Emile Aillaud - Rue Des Batisseurs;91350;Grigny;Essonne;France;
1000848;Distribuciones Electricas AC;4;+5728882417;http://https://acdistribucioneselectricas.com/;www.abb.com;Calle 22 No. 20B-21 Av.santander;520003;San Juan de Pasto;Narino;Colombia;
1000849;Distribuciones Electricas Lozano Villanueva Sl;4;+34958661436;http://www.lozanosl.com;www.abb.com;Av Pedro De Mendoza Y Lujan, 3;18500;Guadix;Granada;Spain;
1000850;Distribuciones Enelca Jaen, S.L;4;+34953777416;http://www.distrelfon.eu/;www.abb.com;P.I. Los Cerros. Cl Floristeria, 4;23400;Jaen;Jaen;Spain;
1000851;Distribuidora Baudracco;4;+54 3462 435900;http://baudracco.com.ar/;www.abb.com;Av. Marconi 531;2600;Venado Tuerto;Santa Fe;Argentina;
1000852;Distribuidora Electrica Canaria, S.A;4;+34 928817516;http://www.dielca.com;www.abb.com;C/oceano Artico, 61-A;35500;Arrecife de Lanzarote;Las Palmas;Spain;
1000853;Distribuidora Electrica Canaria, S.A.;4;+34928852471;http://www.dielca.com;www.abb.com;c / Aloe, 19 Urb Ind Risco Prieto;35600;Puerto del Rosario;Las Palmas;Spain;
1000854;Distribuidora Electrica Canaria, S.A.;4;+34 928466416;http://www.dielca.com;www.abb.com;Calle Profesor Lozano, 32;35008;Las Palmas de Gran Canaria;Las Palmas;Spain;
1000855;Distribuidora Electrica Canaria, S.A.;4;+34922793475;http://www.dielca.com;www.abb.com;C/ La Polka, 2 Finca 6-A1, manzana 25 P. I. Llano de Camello (Las Chafiras);38639;San Miguel de Abona;Sta Cruz de Tenerife;Spain;
1000856;Distribuidora Electrica Canaria, SA;4;+34 922221422;http://https://www.dielca.com/;www.abb.com;c/ Anatolio de Fuentes Garcia, 24 (Poligono Industrial Costa Sur);38009;Santa Cruz De Tenerife;Sta Cruz de Tenerife;Spain;
1000857;Distribuidora Electrica Canaria, SA;4;+34 928756401;http://dielca.com;www.abb.com;Arce, 17 Manz.2 Pgno. Arinaga;35118;Aguimes;Las Palmas;Spain;
1000858;DISTRIBUIDORA ELECTRICA DIAZ ARMENTA SA DE CV;4;+526535341956;http://www.electricadiaz.com.mx;www.abb.com;Av. Juarez y Calle 6ta, Col. Comercial;83449;San Luis Rio Colorado;Sonora;Mexico;
