Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
999659;Beijing Createlead Technology Co Ltd;4;;http://www.createlead.com;www.abb.com;Economic and Technological Development Zone, No. 1A, Donghuan North Road;100176;Beijing;Beijing;China;
999660;Beijing Jintai Tengda Technology Co Ltd;4;+86 10 87725806;http://jttd.zgwxttl.com;www.abb.com;No. 78 Baiziwan South 2nd Road, No. 6 Building, 1st floor, Unit 1, No. 106 Room, Chaoyang District;100022;Beijing;Beijing;China;
999661;Beijing Shuaian Technology Development Co Ltd;4;+86 62977186;;www.abb.com;West of Yamen Viliage, Mapo Town, Shunyi District;100016;Beijing;Beijing;China;
999662;Beijing USE Science & Technology Co Ltd;4;;http://en.njtu.edu.cn/;www.abb.com;No.3 ShangYuanCun, HaiDian District;100044;Beijing;Beijing;China;
999663;Bejo Elektromekaniska AB;4;+46855066800;http://www.bejoelmek.se/;www.abb.com;Balticvagen 3;151 38;Sodertalje;Stockholms Lan;Sweden;
999664;Bellotti Elettromeccanica S.r.l.;4;;http://www.elbe.it;www.abb.com;Via John Fitzgerald Kennedy 642;21050;Marnate;Varese;Italy;
999665;Bernabe Cote D'ivoire;4;+22521352092;http://www.bernabealliance.com;www.abb.com;Boulevard De Marseille No.99;01;Abidjan;Abidjan;Cote d'Ivoire;
999666;Beta Power Engineering Ltd;4;+44 161 432 9995;http://www.beta-power.co.uk;www.abb.com;Precision Works, Discovery Park, Crossley Road;SK4 5BN;Stockport;Cheshire;United Kingdom;
999667;Bhavyam Engineering Technologies Pv;4;;;www.abb.com;S. No.: 14, Vadgaon KhurdNear Datta Krishnai Mangal KaryalayaSinhgad Road, Tal.: Haveli;411041;Pune;Maharashtra;India;
999668;BHB Sistemas De Controlo E Medida Ltd;4;+351 218436400;http://www.bhb.pt;www.abb.com;Largo De Joao Vaz, 11;1700-249;Lisboa;Grande Lisboa;Portugal;
999669;BIAP Biuro Inzynierskie Automatyki Przemyslowej Sp. z o.o.;4;;http://www.biap.pl;www.abb.com;ul. Muchoborska 16;54-424;Wroclaw;dolnoslaskie;Poland;
999670;Billeh Electrical Materials Co;4;+96264656 987;http://billehelectric.com;www.abb.com;169 Salah al-Deen St Jabal Al-Hussein;11131;Amman;Amman;Jordan;
999671;Bin Ghalib Engineering Trading;4;+971 4 207 3777;http://www.binghalibtrading.com;www.abb.com;Al Qusais Industrial Area 4;14743;Dubai;Dubai;United Arab Emirates;
999672;BluePrint Automation;4;+1 804 520 5400;http://www.blueprintautomation.com;www.abb.com;4093 Specialty Place;80504;Longmont;Colorado;United States;
999673;Blumenbecker Industrie-Service GmbH;4;+49 2521 84060;http://www.blumenbecker-industrieservice.com;www.abb.com;Sudhoferweg 99-107;59269;Beckum;Nordrhein-Westfalen;Germany;
999674;BM Group Polytec S.p.A.;4;+39 0465 621794;http://polytec.bmgroup.com;www.abb.com;Via Roma, 151;38083;Borgo Chiese;Trento;Italy;
999675;Bobinados Industriales Vila, S.L.;4;+34976470069;;www.abb.com;Jaime Ferran 11 Nave 8, P.I. Cogullada;50014;Zaragoza;Zaragoza;Spain;
999676;Bor Enerji Insaat Elektrik Muhend. Taahhut San. Tic. Ltd. Sti.;4;+905304089967;http://www.borenerji.com;www.abb.com;Zumrutevler Mah. Karayemis Sok. No: 26/3 Maltepe;34840;Istanbul;Istanbul;Turkey;
999677;Bosma & Bronkhorst B.V.;4;+31 75 653 1500;http://www.bosma-bronkhorst.nl;www.abb.com;Aris Van Broekweg 14;1507 BB;Zaandam;Noord-Holland;Netherlands;
999678;Boveri Indonesia, PT;4;;http://www.boveri.co.id;www.abb.com;Jl. Bulevar Artha Gading Blok C No.27;14240;Jakarta Utara;Jakarta;Indonesia;
999679;Boysis Makine Taahhut Sanayi Ve Ticaret AS;4;;http://www.boysis.com;www.abb.com;Serifali Mahallesi Husrev Sk. No:2 Eriskenler Plaza Umraniye;34775;Istanbul;Istanbul;Turkey;
999680;Brave Control Solutions;4;+15199749955;http://www.bravecs.com;www.abb.com;1785 Walker Road;N8W 5C2;Windsor;Ontario;Canada;
999681;BTA Automation Co Ltd;4;;http://bta-automation.com;www.abb.com;No. 108 East Road Of North Fourth Ring Road, Yayuncun Area, Chaoyang District;100029;Beijing;Beijing;China;
999682;Buana Cahayatama, PT;4;+62 31 5631530;http://www.buana-ct.co.id;www.abb.com;Vila Bukit Mas Block RC-12;60225;Surabaya;Jawa Timur;Indonesia;
999683;Byron Automation LLC;4;+1 509 653 2100;http://www.byronautomation.com/;www.abb.com;70 Locust Ln;98937-8805;Naches;Washington;United States;
999684;Cableman Electric Company Pvt. Ltd;4;+914312704201;;www.abb.com;Old. No. 32A/5 & New No.82, Cauvery Park, Old Karur Road;620002;Tiruchirappalli;Tamil Nadu;India;
999685;Carat Robotic Innovation GmbH;4;+49 2319700151;http://www.carat-robotic.de;www.abb.com;Joseph-von-Fraunhofer Str. 20;44227;Dortmund;Nordrhein-Westfalen;Germany;
999686;Central Group;4;+44 151 546 6000;http://www.gocentral.co.uk;www.abb.com;Kitling Road, Knowsley Ind Park South;L34 9JA;Prescot;Merseyside;United Kingdom;
999687;Chongqing Chuanyi Automation Co Ltd;4;;http://www.cqcy.com/;www.abb.com;No.1, Renmin Village, Beibei District;401127;Chongqing;Chongqing;China;
999688;Chuwei Technology Co Ltd;4;;http://www.chuwei.tw;www.abb.com;No. 39, Dinghu 3rd St., Guishan Dist.;33378;Taoyuan;Taoyuan City;Taiwan (Chinese Taipei);
999689;Cimme Commercio Internazionale Macchinario E Materiale Elettrico S.r.l.;4;+39 0377 51094;http://https://www.cimme.it/;www.abb.com;Via Alcide De Gasperi 19;26862;Guardamiglio;Lodi;Italy;
999690;CKF Systems Ltd;4;+441452728753;http://www.ckf.co.uk;www.abb.com;Pavilion 1, Olympus Park, Quedgeley;GL2 4NF;Gloucester;Gloucestershire;United Kingdom;
999691;Classic Engineering Co;4;+91 11 45261351;http://www.classicengineers.in;www.abb.com;SHARDHANAND MARG - G.B. ROAD -, 3852/1 SHAHGANJ, SHARDHANAND MARG;110006;Delhi;Delhi;India;
999692;CMI Control Y Movimiento Industrial, S.A. De C.V.;4;+525554413998;http://https://controlymovimiento.jimdo.com/;www.abb.com;Calle Me Voy #207, Col. Esperanza, Cd.;57800;Nezahualcoyotl;Estado de Mexico;Mexico;
999693;Co-Engineering Oy;4;;http://www.co-engineering.fi;www.abb.com;Vasaratie 19;65350;Vaasa;Ostrobothnia;Finland;
999694;COLSEIN SAS;4;+5718698789;http://www.colsein.com.co/;www.abb.com;Parque Industrial Gran Sabana Edificio 32;251017;Tocancipa;Cundinamarca;Colombia;
999695;Compania Climatizadora SA;4;+507 300 9356;http://www.climatizadora.com;www.abb.com;Urbanization Los Angeles, Street 63 Oeste Final Apartment;0816-02916;Ciudad de Panama;Panama;Panama;
999696;Components Electrics Olot, S.L.;4;;http://www.compoelec.com;www.abb.com;Carrer de Pladevall 18/2;17857;Sant Joan Les Fonts;Girona;Spain;
999697;Comptech i Skillingaryd AB;4;+46370665066;http://www.comptech.se;www.abb.com;Fabriksgatan 49-51;568 31;Skillingaryd;Jonkopings Lan;Sweden;
999698;Cong ty Co Phan Cong Nghe va Giai Phap S5T Viet Nam;4;;http://www.s5t.com.vn;www.abb.com;Phong 404 B4, tap the Thanh Xuan Bac, Phuong Thanh Xuan Bac;109990;Hanoi;Ha Noi;Viet Nam;
999699;Cong ty TNHH Tu Dong Hoa va Thiet Bi Giao Duc Dong Duong;4;+43 9 726 712;http://dongduongate.com.vn;www.abb.com;B34 Lo 6, KDT Dinh Cong, Phuong Dinh Cong, Quan Hoang Mai;100000;Ha Noi;Ha Noi;Viet Nam;
999700;Control Logic Pty Ltd - NSW;4;+61298901120;http://www.control-logic.com.au;www.abb.com;4/1B Kleins Rd;2152;Northmead;New South Wales;Australia;
999701;Control Logic Pty Ltd - VIC;4;+1800 557 705;http://www.controllogic.com.au;www.abb.com;113 Scanlon Drive;3076;Epping;Victoria;Australia;
999702;Control Logic Pty Ltd - WA;4;+61 8 9738 3048;http://www.control-logic.com.au;www.abb.com;5 Stretton Place;6021;Balcatta;Western Australia;Australia;
999703;Control Systems Rustenburg CC;4;+27 87 230 8391;http://https://www.controlsystemsrust.co.za;www.abb.com;R24 Old Johannesburg Road 305 Waterkloof;0299;Rustenburg;North-West;South Africa;
999704;Contrologic Co Ltd;4;;http://www.contrologic.co.th;www.abb.com;No. 101 Motorway Frontage Road, Khlongsongtonnun,Ladkrabang;10520;Bangkok;Bangkok;Thailand;
999705;Con-Vey LLC;4;+1 541 672 5506;http://www.con-vey.com;www.abb.com;526 NE Chestnut Avenue;97470;Roseburg;Oregon;United States;
999706;Covelec Ltd;4;+44 116 2698111;http://www.covelec.co.uk;www.abb.com;Unit 1, 171 Church Hill Road, Thurmaston;LE4 8DH;Leicester;Leicestershire;United Kingdom;
999707;CRT Services LLC;4;;http://www.crt-services.com;www.abb.com;5515B FM 1960 E;77346;Humble;Texas;United States;
999708;CTS GmbH competence for technical solutions;4;+49 8679 916890;http://www.group-cts.de;www.abb.com;Fuhrmannstr. 10;84508;Burgkirchen;Bayern;Germany;
