Customer number;Customer name;Customer type;Number;Address;Remark;Address row 1;Zip code;City/Province;State/Region;Country;
999809;Gibbons Engineering Group Ltd;4;+44 1621 868138;http://www.gibbonsgroup.co.uk;www.abb.com;Woodrolfe Road, Tollesbury;CM9 8RY;Maldon;Essex;United Kingdom;
999810;Giovanni Vignuda Automazioni S.r.l.;4;+39 432 945711;http://vignudaautomazioni.it;www.abb.com;Via Umberto I 40;33038;San Daniele del Friuli;Udine;Italy;
999811;Global Pavilion LLC;4;+96824551846;http://www.gploman.com;www.abb.com;Ground Floor, Building no 578A, Street 1008, PO Box 845;130;Mawaleh-11;Muscat;Oman;
999812;Gobesa, S.A.;4;+34944544007;http://www.gobesa.com;www.abb.com;Pgo.Ugaldeguren I Parcela P-5 III-A;48170;Zamudio;Bizkaia;Spain;
999813;Goodtech AS;4;+4781568600;http://goodtech.no/en/;www.abb.com;Innspurten 15;0663;Oslo;Oslo;Norway;
999814;Goodtech Solutions AB;4;+4654240300;http://www.goodtech.se;www.abb.com;Gjuterigatan 38;652 21;Karlstad;Varmlands Lan;Sweden;
999815;GPA Gesellschaft für Prozesstechnik und Automation mbH;4;+4967319008470;http://www.gpa-gmbh.de;www.abb.com;Wormser Str. 15;55232;Alzey;Rheinland-Pfalz;Germany;
999816;Graniten Engineering Ab;4;+46 522 23900;http://www.graniten.com;www.abb.com;Karrastrandvagen 125a;451 76;Uddevalla;Vastra Gotalands Lan;Sweden;
999817;Greater Tech Engineering Co Ltd;4;+66 21590254;http://www.greater-tech.com;www.abb.com;1/99 Moo 3, Klongsong;12120;Klong Luang;Pathum Thani;Thailand;
999818;GRP Electronics;4;+302262032975;http://www.grpelectronics.gr;www.abb.com;Leophoros Athenon 1;32011;Oinofita;Voiotia;Greece;
999819;Grupo en Soluciones de Ingenieria y Automatizacion, S.A.;4;+50244206612;http://www.gruposiasagt.com;www.abb.com;17 Ave. 5/61 Zona 15 V.H 1;0000;Ciudad de Guatemala;Guatemala;Guatemala;
999820;Guangdong LXD Robotics Co Ltd;4;+8675723838388;http://www.lxdrobotics.com;www.abb.com;No. 2, Xianyong Avenue, Guangrong Industrical Park, Chencun Village, Shunde Zone;528000;Foshan;Guangdong;China;
999821;Halcyon Drives Ltd;4;+44 113 2361509;http://www.halcyondrives.com;www.abb.com;Unit 2, Butler Way, Stanningley, Pudsey;LS28 6EA;Leeds;West Yorkshire;United Kingdom;
999822;Hallier Sarl;4;+33325713029;http://www.ste-hallier.fr;www.abb.com;57-59 Rue Henri Dunant;10800;St Julien Les Villas;Aube;France;
999823;Hanley Technology Ltd;4;+35315175200;http://www.hanleytechnology.com;www.abb.com;Unit 2B, Fingal Bay Business Park, Balbriggan;K32 XP23;Dublin;County Dublin;Ireland;
999824;Hans Lofqvist Engineering AB;4;+46019194780;http://www.lofqvist.se;www.abb.com;Pikullagatan 3;702 27;Orebro;Uppsala Lan;Sweden;
